ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagec.drinker	Averagec.no_drinker	Medianc.drinker	Medianc.no_drinker
hsa-miR-1180-3p	2.89924944068132	0.0575263306039258	0.489477020474013	0.117526110925937	0.906443153892392	0.974889283679098	c.no_drinker_vs_c.drinker	FALSE	3.17903952235454	7.33028023864313	1.22394163418984	1.95855604909601
hsa-miR-1180-5p	1.34476533432776	-0.71846251022637	0.718414609309217	-1.0000666758673	0.317278241722802	NA	c.no_drinker_vs_c.drinker	NA	1.20705300597818	0.709221750782948	0	0
hsa-miR-1181	7.67309807201122	0.306178466614615	0.420523102255682	0.72808952700167	0.46655878442169	0.797974935253094	c.no_drinker_vs_c.drinker	FALSE	8.36628548027784	10.6703337262168	3.84787462715809	3.53411300407405
hsa-miR-1181-3p:Novel	93.5522478639649	0.1701023924649	0.304793249442416	0.558091075757363	0.576782194252329	0.852938106838618	c.no_drinker_vs_c.drinker	FALSE	94.4314408059009	124.409304835952	52.5037207418149	62.5726716128274
hsa-miR-1182	6.85000888534136	0.346209742668354	0.258952906562341	1.33696024989396	0.181235612339848	0.599476550917085	c.no_drinker_vs_c.drinker	FALSE	6.43139072883605	9.65155438661128	4.29530604537267	8.0414191323957
hsa-miR-1182-5p:Novel	9.98942611294976	0.0774345056749731	0.470768689343993	0.164485250246521	0.869349157203937	0.954172101853959	c.no_drinker_vs_c.drinker	FALSE	9.50541053048081	7.2008760293536	2.51866153566086	5.4119864572668
hsa-miR-1183	4.30337712307099	0.60378801383302	0.427948952045452	1.41088793639315	0.158277659799074	0.56732156644043	c.no_drinker_vs_c.drinker	FALSE	4.41145422967326	4.1368722440237	2.02522602158328	2.07598856516083
hsa-miR-1183-5p:Novel	6.64306246909064	0.255448635418186	0.32074671431876	0.796418557118312	0.425788795698376	0.776271156024209	c.no_drinker_vs_c.drinker	FALSE	6.29593159540435	7.83942299502308	4.68111551379642	6.06144942957999
hsa-miR-1184	29.2839162476632	0.251805526651042	0.325356086053138	0.773938270851698	0.438967296313002	0.786182811221104	c.no_drinker_vs_c.drinker	FALSE	29.6521301097234	33.7846091361082	11.4472515015695	23.2437361991942
hsa-miR-1184-5p:Novel	5.72986458960695	0.63660321259443	0.399899369282393	1.59190851872759	0.111405261186693	0.497424644406494	c.no_drinker_vs_c.drinker	FALSE	2.80591477050705	13.8802337450015	1.74723745831458	2.97820361228821
hsa-miR-1185-3p	0.705112761138651	0.816497148517665	0.572255472507366	1.42680531291408	0.153636019364114	NA	c.no_drinker_vs_c.drinker	NA	0.573196371067487	0.857543039218556	0	0
hsa-miR-1185-5p	0.78348026198424	0.736505066237189	0.576120626486414	1.27838690784066	0.201113037973229	NA	c.no_drinker_vs_c.drinker	NA	0.683984566034812	0.900526320281323	0	0
hsa-miR-1193	3.6327212203163	-0.0352280134032575	0.275576919705132	-0.127833685930416	0.89828059123689	0.971110514925519	c.no_drinker_vs_c.drinker	FALSE	3.38071651324165	4.94073015214971	2.14765302268634	3.38989472882889
hsa-miR-1193-3p:Novel	17.8939231253254	-0.2552900091297	0.457204124185282	-0.558372061023325	0.576590346972727	0.852938106838618	c.no_drinker_vs_c.drinker	FALSE	18.1893341872594	26.2785193689634	8.2944702052095	11.57577475719
hsa-miR-1197	3.4456623073134	0.329316749818487	0.403512142163202	0.816125998224097	0.414428075860979	0.771973866799862	c.no_drinker_vs_c.drinker	FALSE	2.50626083218691	6.96192257858336	1.43176868179089	1.95490179030813
hsa-miR-1197-5p:Novel	2.14595880509972	0.503852985980588	0.529785007990149	0.951051800978778	0.341578080506705	NA	c.no_drinker_vs_c.drinker	NA	2.27249583625235	4.29304666913687	0.569757016986615	1.64993003870768
hsa-miR-1199-3p	3.30334570892155	0.445606166457755	0.402074537198244	1.10826756044501	0.267746280853423	0.671084547923282	c.no_drinker_vs_c.drinker	FALSE	3.28894920902789	4.73266204939887	1.8557379252512	3.1671521525417
hsa-miR-1199-5p	4.28607888581	0.384380075436992	0.43938305224055	0.874817709688435	0.381673099596008	0.752235359384415	c.no_drinker_vs_c.drinker	FALSE	3.87126207159107	4.98958873855313	2.18059454019283	1.31417100274463
