ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no.x	yes.x	no.y	yes.y
hsa-miR-12130-5p:Novel	1.40292513095237	0.789712273412628	0.541754714880728	1.45769340205279	0.144925071403129	NA	yes_vs_no	NA	0.827	1.725	0.489	0.578
hsa-miR-12131	2.39469537026301	0.404923615539675	0.500207804701462	0.809510790782932	0.418221398473108	NA	yes_vs_no	NA	1.715	2.614	0.847	1.479
hsa-miR-12131-5p:Novel	1.29311362961735	-0.691976234292897	0.742594713365684	-0.931835659261069	0.35142146288794	NA	yes_vs_no	NA	1.583	0.992	0.326	0
hsa-miR-12132	4.25481121220949	0.555377559201449	0.519120984625	1.06984224419793	0.284690323726246	NA	yes_vs_no	NA	2.055	5.485	0.832	0.585
hsa-miR-12132-5p:Novel	1.60344364557114	0.16714510675236	0.427031911335516	0.391411279381028	0.695493256299417	NA	yes_vs_no	NA	1.403	1.59	1.174	1.023
hsa-miR-12133	0.631381533290507	0.336887632878802	0.674981318598613	0.499106602799383	0.617704286245894	NA	yes_vs_no	NA	0.588	0.62	0	0
hsa-miR-12133-5p:Novel	0.256641289505368	0.705871083475642	1.19758169656986	0.589413720581581	0.555583774671726	NA	yes_vs_no	NA	0.251	0.234	0	0
hsa-miR-12135	2.87484990281074	-0.588998646754786	0.552394890031857	-1.06626374968968	0.286304431438522	NA	yes_vs_no	NA	2.408	2.861	1.295	0.97
hsa-miR-12135-5p:Novel	1.98849706832527	0.20583378872393	0.590697876109343	0.348458657206732	0.727495757271009	NA	yes_vs_no	NA	1.389	2.582	0.679	0.289
hsa-miR-12136	106.064416077402	0.197169107545611	0.33916145263392	0.581342915046508	0.561009362622591	0.763629880793223	yes_vs_no	FALSE	93.033	110.35	70.067	54.882
hsa-miR-12136-3p:Novel	27.1639572371938	-0.267924412363652	0.332294005603676	-0.806287227110571	0.420077253592758	0.652839406624391	yes_vs_no	FALSE	29.673	23.578	18.113	12.853
hsa-miR-122-3p	0.112360812153705	0.822723015920089	2.37280586557745	0.346730016077345	0.728794157939373	NA	yes_vs_no	NA	0.032	0.16	0	0
hsa-miR-122-5p	14.0245277240489	0.121837869351078	0.338592785605391	0.359835987447978	0.718969789249735	0.869007227471327	yes_vs_no	FALSE	12.164	14.262	8.832	8.382
hsa-miR-1224-3p	1.0917189044692	0.573743413511053	0.714444277262377	0.803062508540954	0.421938606056194	NA	yes_vs_no	NA	0.61	1.315	0	0
hsa-miR-1224-5p	4.10066364304322	0.551666194491618	0.366480854015889	1.50530699884175	0.132245166647981	NA	yes_vs_no	NA	3.682	4.191	2.263	2.156
hsa-miR-1225-3p	1.36084589478555	1.28198692903499	0.56298394623828	2.27712874869864	0.0227785383937181	NA	yes_vs_no	NA	0.865	1.499	0.55	0.416
hsa-miR-1225-5p	1.86807307117136	1.01619058573241	0.527860686648531	1.92511132470267	0.0542154324858739	NA	yes_vs_no	NA	1.276	2.327	0.573	0.838
hsa-miR-1226-3p	0.381321260623774	0.964288179522013	1.28161540557814	0.752400583923243	0.451810195549926	NA	yes_vs_no	NA	0.223	0.433	0	0
hsa-miR-1226-5p	2.60875252674204	0.453545516216162	0.476492168628706	0.951842540290679	0.341176843965659	NA	yes_vs_no	NA	1.27	3.663	0.867	0.909
hsa-miR-1227-3p	0.094470493621799	0.201321590188139	2.46329868793059	0.0817284526535713	0.934862652094535	NA	yes_vs_no	NA	0.145	0.05	0	0
hsa-miR-1227-5p	2.96656293772424	1.08017098161695	0.44280558499753	2.43937975990744	0.0147124979226636	NA	yes_vs_no	NA	2.015	3.448	0.855	0.638
hsa-miR-1228-3p	1.74465345638229	-0.0649689728894259	0.654658934115492	-0.0992409474671042	0.920946963932702	NA	yes_vs_no	NA	1.649	1.541	0.261	0.568
hsa-miR-1228-5p	4.25573179106368	0.575065535559932	0.397207072665164	1.44777264841077	0.147680644578695	NA	yes_vs_no	NA	3.603	4.376	2.578	2.468
hsa-miR-1229-3p	0.144697381178636	1.04099658625882	4.59615903531922	0.226492725395113	0.820818216536445	NA	yes_vs_no	NA	0.113	0.18	0	0
hsa-miR-1229-5p	48.8500299136413	0.404400168538494	0.420428211579748	0.961876861257647	0.336111462934247	0.585860952753445	yes_vs_no	FALSE	38.665	59.511	14.074	12.239
hsa-miR-122b-3p	0.445908157863288	1.51645354151395	1.29035180180709	1.17522488006	0.239904758848416	NA	yes_vs_no	NA	0.244	0.556	0	0
hsa-miR-122b-5p	1.00646174109355	1.00342005172781	0.804943965835496	1.24657130721677	0.212554727925485	NA	yes_vs_no	NA	0.373	1.428	0	0
hsa-miR-1231	20.7814960533188	0.77966267691527	0.333522088576098	2.33766429157323	0.0194046699407149	0.14759309560968	yes_vs_no	FALSE	16.307	21.937	13.237	15.113
hsa-miR-1231-3p:Novel	32.0743730067023	-0.208238319768375	0.38565744729193	-0.539956692735004	0.589226899029742	0.779219977115202	yes_vs_no	FALSE	26.504	32.748	13.637	20.271
hsa-miR-1233-3p	12.182540774801	-0.436806156067915	0.373883802040347	-1.16829387548803	0.242688244953857	0.496895176405672	yes_vs_no	FALSE	12.121	10.95	7.707	8.545
hsa-miR-1233-5p	5.47287683447364	0.0349387557263932	0.424947380646374	0.0822190165597655	0.934472551613667	0.97244034185336	yes_vs_no	FALSE	4.729	5.463	3.172	2.704
hsa-miR-1234-3p	0.23394549904429	1.18211842678968	2.35632410726614	0.501679044552661	0.615893307399745	NA	yes_vs_no	NA	0.165	0.238	0	0
hsa-miR-1234-5p:Novel	5.18342778061937	0.915652020133491	0.500861062308167	1.82815572828481	0.0675261831912782	0.280613774520047	yes_vs_no	FALSE	4.734	5.191	1.935	2.153
hsa-miR-1236-3p	0.170142369831308	0.888993941198762	2.00071488007263	0.444338146356211	0.656798125703007	NA	yes_vs_no	NA	0.064	0.222	0	0
hsa-miR-1236-5p	7.83343740363037	1.10621203344142	0.382072855444307	2.89529082654935	0.00378807397048268	0.0837177681791506	yes_vs_no	FALSE	5.833	8.651	3.501	5.449
hsa-miR-1237-5p	5.32462548195345	-0.190034226255411	0.37327645063428	-0.509097817267873	0.61068366170803	0.793297432180818	yes_vs_no	FALSE	6.043	4.498	3.905	2.849
hsa-miR-1238-3p	0.145125748120852	0.157938701468143	1.88538014777006	0.0837702156007878	0.933239129266981	NA	yes_vs_no	NA	0.197	0.092	0	0
hsa-miR-1238-5p	1.00249006930347	0.25362036043249	0.491978524716239	0.515511038980353	0.606195957665857	NA	yes_vs_no	NA	0.815	1.03	0.54	0.585
hsa-miR-124-3p	10.6321850511277	0.383473103251842	0.350494418140756	1.09409189819919	0.273914675375964	0.527243738645451	yes_vs_no	FALSE	10.44	9.847	6.247	6.631
hsa-miR-124-5p	37.7606892922165	1.11318027277968	0.376593123447013	2.95592299346991	0.00311734912220713	0.0815056905910407	yes_vs_no	FALSE	27.176	42.559	20.892	25.238
hsa-miR-1243	0.374788179101449	0.527331896368074	1.14505368976522	0.460530280004771	0.645135642246936	NA	yes_vs_no	NA	0.345	0.41	0	0
hsa-miR-1243-3p:Novel	6.04086961347241	0.608121764046045	0.396390899302879	1.53414663433376	0.124993582830763	0.366894120032796	yes_vs_no	FALSE	4.89	6.398	3.767	2.959
hsa-miR-1244	5.23987652630263	0.47597507644967	0.521329502454243	0.913002379893983	0.361241289869982	0.607718255746418	yes_vs_no	FALSE	2.642	6.973	1.689	2.633
hsa-miR-1244-5p:Novel	0.844707926787436	0.530675375288196	0.695420991415602	0.763099448879089	0.445404088706231	NA	yes_vs_no	NA	0.788	0.808	0	0
hsa-miR-1245a	0.680200804034983	0.480689394779673	0.751250618972468	0.63985224456406	0.522268663360449	NA	yes_vs_no	NA	0.789	0.519	0	0
hsa-miR-1245a-5p:Novel	0.130697731433019	0.401144704575969	1.8129458203896	0.221266791353844	0.824884705802863	NA	yes_vs_no	NA	0.13	0.119	0	0
hsa-miR-1245b-3p	0.241287675170357	1.10296120964046	1.66940825326193	0.660689922603013	0.508811187782197	NA	yes_vs_no	NA	0.204	0.232	0	0
hsa-miR-1245b-5p	0.290962213887032	0.296529923938142	1.05964420897869	0.279839139803298	0.779600921634474	NA	yes_vs_no	NA	0.322	0.238	0	0
hsa-miR-1246	0.826049406081214	0.711417547732455	0.681000947914558	1.04466454842837	0.296178035239513	NA	yes_vs_no	NA	0.642	0.858	0	0
hsa-miR-1246-3p:Novel	2183.72433915868	0.559914294249672	0.456824751565636	1.22566540523631	0.220324613806809	0.479242155513175	yes_vs_no	FALSE	1441.369	2574.213	651.628	730.3
hsa-miR-1247-3p	3.54891856814874	0.98869690755557	0.393726758182161	2.51112449689828	0.0120347245664878	NA	yes_vs_no	NA	3.219	3.502	1.869	1.868
hsa-miR-1247-5p	0.717666063248338	0.740079118927691	0.6405639463277	1.15535556312606	0.247944851149379	NA	yes_vs_no	NA	0.635	0.712	0.163	0
hsa-miR-1248	0.705908308711638	0.814014393625928	0.642407131487032	1.26713162685735	0.20510822855202	NA	yes_vs_no	NA	0.378	0.874	0	0
hsa-miR-1248-3p:Novel	2.38999333295675	0.513644600054899	0.510261255957885	1.00663061139271	0.314112318344371	NA	yes_vs_no	NA	1.263	3.19	0.72	1.007
hsa-miR-1249-3p	2.13056341351534	0.411166240333189	0.759706726701338	0.541217059007074	0.588357980677247	NA	yes_vs_no	NA	2.298	1.903	0.342	0
hsa-miR-1249-5p	3.26343106576036	-0.13013787797919	0.382971885818743	-0.339810526041546	0.733999220496365	NA	yes_vs_no	NA	3.161	3.19	2.067	1.881
hsa-miR-1250-3p	0.139773091729641	0.971132867417067	2.05929785601196	0.471584460005102	0.637223420957565	NA	yes_vs_no	NA	0.06	0.175	0	0
hsa-miR-1250-5p	17.4176772517495	0.122513150719969	0.382774128006522	0.320066435414573	0.748917968988444	0.881699860300654	yes_vs_no	FALSE	14.677	17.336	9.422	9.809
hsa-miR-1251-3p	2.44303046679055	-0.294034382350502	0.542210601934892	-0.54228814652689	0.587620020061309	NA	yes_vs_no	NA	2.677	2.081	1.107	0.861
hsa-miR-1251-5p	0.500788428276592	0.626498235768533	0.872194182226089	0.718301323874381	0.472571514068282	NA	yes_vs_no	NA	0.668	0.347	0	0
hsa-miR-1252-3p	1.72305983276999	0.393643880971851	0.489237567156235	0.80460681558034	0.421046607868585	NA	yes_vs_no	NA	1.151	1.963	0.555	0.84
hsa-miR-1252-5p	1.21663589077861	1.02255334778078	0.599960580796515	1.70436755432036	0.0883124415330371	NA	yes_vs_no	NA	0.635	1.534	0	0.687
hsa-miR-1253	7.58676678127193	0.650575677395513	0.440629276205862	1.47646947791904	0.13981790312801	0.383929617215369	yes_vs_no	FALSE	5.07	8.667	2.813	4.088
hsa-miR-1253-3p:Novel	8.53322490370711	0.226179242397735	0.382102633427673	0.591933220582075	0.553895307075068	0.758057372278309	yes_vs_no	FALSE	6.71	9.091	4.814	5.631
hsa-miR-1255a	4.10384650339055	1.57868343768523	0.542440458129208	2.91033497598956	0.00361041572049687	NA	yes_vs_no	NA	2.666	4.562	1.75	1.276
hsa-miR-1255a-3p:Novel	5.14761779664843	0.947299128395229	0.424596077676136	2.23105953681887	0.0256771855617267	0.174188475026849	yes_vs_no	FALSE	3.06	6.167	2.212	2.799
hsa-miR-1255b-1-3p:Novel	0.379117752258983	1.82818846823017	1.13834907386893	1.6059998731467	0.108273937828047	NA	yes_vs_no	NA	0.078	0.602	0	0
hsa-miR-1255b-2-3p	0.0427615149691808	0.438834827807876	4.59488392008549	0.0955050955454196	0.923913643102926	NA	yes_vs_no	NA	0.056	0.029	0	0
hsa-miR-1255b-5p	16.7271303845731	0.030486029141333	0.432430514721274	0.0704992550328761	0.943796293474165	0.975591624196021	yes_vs_no	FALSE	16.986	14.743	9.499	9.049
hsa-miR-1256	3.22857916820603	1.01279200402836	0.494225755755279	2.04924974515058	0.0404377000320517	NA	yes_vs_no	NA	1.794	4.127	1.236	1.078
hsa-miR-1256-3p:Novel	2.97694342284342	0.755804800456546	0.433010067783895	1.74546703804067	0.0809036052685979	NA	yes_vs_no	NA	2.371	3.045	1.786	1.998
hsa-miR-1257	14.1970721424151	0.562328778429033	0.345231676784085	1.62884467516787	0.103345904497634	0.345790053097855	yes_vs_no	FALSE	9.955	15.985	8.063	6.76
hsa-miR-1257-3p:Novel	18.2208669169466	-0.386610954927239	0.376325994923413	-1.02732992177678	0.304265137434209	0.557252668205882	yes_vs_no	FALSE	17.7	17.12	9.453	11.674
hsa-miR-1258	5.68537199153859	0.619382422385601	0.403184519617161	1.53622570373914	0.124483034004904	0.366894120032796	yes_vs_no	FALSE	5.011	5.737	3.086	3.443
hsa-miR-1258-5p:Novel	1.02982716190338	0.902651955723951	0.805301428882379	1.12088706582413	0.262335937136675	NA	yes_vs_no	NA	1.17	0.844	0	0
hsa-miR-125a-3p	1.59820338456131	0.433545972465293	0.499715810166694	0.867585062639246	0.385621526643592	NA	yes_vs_no	NA	1.158	1.799	0.653	1.126
hsa-miR-125a-5p	5.04107257301581	0.301042911934921	0.606972151925659	0.495974833408489	0.61991216695924	NA	yes_vs_no	NA	0.586	8.964	0.43	0.344
hsa-miR-125b-1-3p	3.04503338229854	0.63797067682677	0.593249751546192	1.07538296503963	0.282203305363726	NA	yes_vs_no	NA	1.628	3.735	0.958	0.777
hsa-miR-125b-2-3p	2.34134217393872	0.223938797621098	0.406839103463479	0.550435775997625	0.582020516001095	NA	yes_vs_no	NA	1.942	2.488	1.304	1.757
hsa-miR-125b-5p	13.2827093634844	0.785305725977781	0.347276440052153	2.26132739053604	0.023738991321952	0.163694692906867	yes_vs_no	FALSE	8.542	15.378	7.6	8.382
hsa-miR-126-3p	52.9357089807142	3.37978238640795	0.847854728616153	3.98627532799675	6.71186228533725e-05	0.0140389786134971	yes_vs_no	TRUE	7.063	97.472	0	0.388
hsa-miR-126-5p	3.99221431321091	0.497840012582572	0.576503545055497	0.863550652641083	0.387834782543411	NA	yes_vs_no	NA	4.715	3.533	1.284	1.32
hsa-miR-1260a	2.3437242720224	0.488660923967536	0.554470290899417	0.881311283919053	0.378149360310588	NA	yes_vs_no	NA	1.936	2.487	0.497	0.612
hsa-miR-1260a-3p:Novel	19.7458109556305	0.707232878106536	0.36230875958402	1.95201705561449	0.0509361797142258	0.242669638005764	yes_vs_no	FALSE	12.285	23.755	9.615	14.872
hsa-miR-1260b	51.7639679047842	0.240994618999241	0.377638895894659	0.638161539023421	0.523368530724598	0.734706382616745	yes_vs_no	FALSE	38.65	55.281	25.104	36.177
hsa-miR-1260b-3p:Novel	6.57202842072843	0.59431462388607	0.368518144809542	1.61271468517032	0.10680650860108	0.35274254814304	yes_vs_no	FALSE	5.102	7.198	3.889	4.452
hsa-miR-1261	3.27242628735306	0.75892129076999	0.490389909208631	1.54758749419356	0.121721644249061	NA	yes_vs_no	NA	3.887	2.702	1.185	1.18
hsa-miR-1261-3p:Novel	7.45695420650351	1.0978863434879	0.368208536043885	2.98169715260769	0.00286655409686204	0.0799450087013748	yes_vs_no	FALSE	5.291	8.754	3.487	4.062
hsa-miR-1262	1.15184507484233	0.802648147685703	0.594454246867087	1.3502269550867	0.176943194402882	NA	yes_vs_no	NA	0.808	1.339	0.272	0.585
hsa-miR-1262-3p:Novel	10.9830779067776	0.250033522852167	0.321753346637862	0.777096883264384	0.437101612677056	0.661715951640175	yes_vs_no	FALSE	9.32	11.59	6.044	7.609
hsa-miR-1263	3.38528555336325	0.374415589834679	0.485710014170641	0.770862405367532	0.440788492748226	NA	yes_vs_no	NA	2.479	3.71	1.281	1.14
hsa-miR-1263-3p:Novel	2.05281738656257	0.243786160284178	0.477086729027386	0.510989188027034	0.609358627620734	NA	yes_vs_no	NA	1.289	2.459	0.854	0.84
hsa-miR-1264	0.472485058134859	0.88189943364589	0.808597320711302	1.09065342050615	0.275425413826637	NA	yes_vs_no	NA	0.389	0.509	0	0
hsa-miR-1264-5p:Novel	0.628643467271134	0.876735917287979	0.731995446444927	1.19773411371069	0.231020544210602	NA	yes_vs_no	NA	0.494	0.639	0	0
hsa-miR-1265	0.751126919564051	0.497136644723681	0.770625867453329	0.645107653038638	0.518857424726052	NA	yes_vs_no	NA	0.592	0.75	0	0
hsa-miR-1265-3p:Novel	8.58701087552359	0.163136532428582	0.349566170766268	0.466682837389492	0.640726810612872	0.813878691618578	yes_vs_no	FALSE	8.564	7.512	5.215	5.279
hsa-miR-1266-3p	1.12587838241061	0.686467925753087	0.64182044719086	1.06956381454914	0.284815690268221	NA	yes_vs_no	NA	1.034	0.973	0.301	0
hsa-miR-1266-5p	1.0149283344171	0.741676732385701	0.603769943383534	1.22840949688442	0.219293284600738	NA	yes_vs_no	NA	0.917	1	0.33	0
hsa-miR-1267	7.88646556907717	0.916267981828631	0.428309096959698	2.13926808543795	0.0324139628405516	0.205567627738769	yes_vs_no	FALSE	5.627	8.84	3.018	5.049
hsa-miR-1267-3p:Novel	49.061112321471	0.359803116791888	0.392814978982165	0.915960785722032	0.359687462968628	0.607062408941038	yes_vs_no	FALSE	34.304	58.649	17.656	25.591
hsa-miR-1268a	2.44395228736079	0.513324351330461	0.472495147923496	1.08641189986056	0.277296799124474	NA	yes_vs_no	NA	1.36	3.189	0.984	1.023
hsa-miR-1268a-3p:Novel	10.3538311270514	0.52643154636357	0.342876631897641	1.53533807028508	0.124700807295559	0.366894120032796	yes_vs_no	FALSE	7.626	12.001	5.199	5.678
hsa-miR-1268b	0.417639860236885	0.872781966641741	0.958822780164747	0.910264112093559	0.362683240120361	NA	yes_vs_no	NA	0.14	0.588	0	0
hsa-miR-1268b-3p:Novel	11.8832916739977	1.55491066289127	0.463788766303687	3.3526268332966	0.000800485548293425	0.0543399039170432	yes_vs_no	FALSE	4.665	15.808	3.859	4.574
hsa-miR-1269a	8.38626634246859	0.213913184189144	0.404576511553237	0.528733572218258	0.596990284567173	0.785348854435851	yes_vs_no	FALSE	7.449	8.282	4.154	5.063
hsa-miR-1269a-5p:Novel	3.7994052299702	0.677345349831371	0.376024137548258	1.80133476070919	0.0716501321288257	NA	yes_vs_no	NA	2.338	4.571	1.322	1.375
hsa-miR-1269b	0.316940229514993	1.08617209647478	1.13767790305267	0.954727250621914	0.339715645363111	NA	yes_vs_no	NA	0.19	0.376	0	0
hsa-miR-1269b-3p:Novel	4.93940849173949	0.0179393266826289	0.475799333111826	0.0377035557517536	0.969924040934358	NA	yes_vs_no	NA	4.338	5.046	2.131	2.049
hsa-miR-127-3p	4.4301635046516	-0.263565087961054	0.487953253628942	-0.540144134711476	0.589097635813648	NA	yes_vs_no	NA	2.869	5.593	2.016	1.375
hsa-miR-127-5p	3.78532854572591	0.0495388731233698	0.5028922152798	0.0985079339432751	0.92152897222721	NA	yes_vs_no	NA	3.999	3.417	1.68	1.332
hsa-miR-1270	4.13092802379086	0.912954246485698	0.497703857748146	1.83433226862324	0.0666046869710943	NA	yes_vs_no	NA	3.112	4.468	1.749	1.577
hsa-miR-1270-3p:Novel	12.2587320574965	0.0910703370139416	0.510461735756689	0.178407764254734	0.858402752131444	0.938431048548633	yes_vs_no	FALSE	11.795	11.883	5.508	5.164
hsa-miR-1271-3p	5.69030579170862	-0.00817825675120556	0.745616037824599	-0.0109684560636147	0.991248613726895	0.99429679023676	yes_vs_no	FALSE	10.817	2.67	0.576	0
hsa-miR-1271-5p	0.0557878354327783	1.25890416642843	4.59674772418573	0.273868448295459	0.784185719484599	NA	yes_vs_no	NA	0.028	0.074	0	0
hsa-miR-1272	72.5053833537051	0.098678571031971	0.27857489971624	0.354226353962565	0.723169254769237	0.869327025608614	yes_vs_no	FALSE	53.583	83.564	43.537	46.237
hsa-miR-1272-3p:Novel	17.8567117905249	0.052493775061388	0.356098559092698	0.147413612667057	0.882805561548644	0.947751051961975	yes_vs_no	FALSE	14.449	18.611	11.207	12.649
hsa-miR-1273c	20.3604463419785	0.758629191627231	0.410003609203006	1.8502988134712	0.0642704935832476	0.275288291627904	yes_vs_no	FALSE	17.595	20.766	6.312	4.896
hsa-miR-1273c-3p:Novel	3.04845199412956	0.946535175914578	0.455216393720581	2.0793081905033	0.0375890327970885	NA	yes_vs_no	NA	2.269	3.534	1.527	1.479
hsa-miR-1273h-3p	0.661978371132206	-0.534347342418582	0.838231809099543	-0.637469655312408	0.523818969498739	NA	yes_vs_no	NA	0.736	0.517	0	0
hsa-miR-1273h-5p	7.60103188762759	0.137795232910779	0.41756964019433	0.329993418215586	0.741404935329302	0.878034033249794	yes_vs_no	FALSE	6.674	8.196	3.277	3.235
hsa-miR-1275	0.432001181473311	0.627607983482257	0.764104786525219	0.821363763910336	0.411439097355598	NA	yes_vs_no	NA	0.395	0.431	0	0
hsa-miR-1275-3p:Novel	20.0391771332601	0.387895919485624	0.334896626960537	1.15825567729989	0.24675971311691	0.50191805504331	yes_vs_no	FALSE	17.115	21.693	12.004	10.126
hsa-miR-1276	1.17554089784263	-0.0993692173138648	0.475234170816928	-0.209095270112941	0.834373867002347	NA	yes_vs_no	NA	0.852	1.354	0.654	0.574
hsa-miR-1276-3p:Novel	13.7604846283344	-0.546832118593139	0.532655568501632	-1.02661485381893	0.304601856883853	0.557252668205882	yes_vs_no	FALSE	9.084	14.45	4.477	3.107
hsa-miR-1277-3p	0.668432581203501	1.41910461147153	0.801524329069566	1.77050721981062	0.0766426827392299	NA	yes_vs_no	NA	0.467	0.782	0	0
hsa-miR-1277-5p	0.0845028348499469	0.664966170031655	3.02404244010045	0.219893134174918	0.82595438358974	NA	yes_vs_no	NA	0.049	0.101	0	0
hsa-miR-1278	1.67532459782952	0.541426466522436	0.728024471356505	0.743692674936618	0.457062421974372	NA	yes_vs_no	NA	1.623	1.669	0	0
hsa-miR-1278-5p:Novel	0.515624643719375	0.505782004342341	0.799241696651367	0.632827349300528	0.526846394821257	NA	yes_vs_no	NA	0.388	0.55	0	0
hsa-miR-1279	0.606856613400763	1.36699974323475	0.656405002455475	2.08255534025654	0.037291773593988	NA	yes_vs_no	NA	0.538	0.628	0	0
hsa-miR-1279-3p:Novel	0.829692437000826	1.73111899946957	0.610162453526967	2.83714441861026	0.00455190175752672	NA	yes_vs_no	NA	0.561	0.97	0	0
hsa-miR-128-1-5p	10.5784263028418	0.238681297914768	0.360986149748229	0.661192397772704	0.508488935972385	0.72271077536279	yes_vs_no	FALSE	8.585	11.731	5.276	7.696
hsa-miR-128-2-5p	8.71207632811125	0.508261123252625	0.429430915708577	1.18356900879848	0.236583714315607	0.490891151923052	yes_vs_no	FALSE	9.844	7.19	4.003	4.67
hsa-miR-128-3p	20.9441742713411	0.486183809253833	0.302159787297265	1.60902883074751	0.107610037605965	0.353564778799109	yes_vs_no	FALSE	19.658	20.782	12.448	16.623
hsa-miR-1281	89.6471889657671	-0.619859558045142	0.688248782190013	-0.900632989240815	0.367783488449563	0.612450426094995	yes_vs_no	FALSE	58.034	90.268	6.757	6.287
hsa-miR-1281-5p:Novel	472.548799234385	-0.475651713144158	0.835967939477408	-0.56898319981207	0.569367541193571	0.769995974351219	yes_vs_no	FALSE	250.522	526.219	5.644	5.498
hsa-miR-1282	11.2413509985709	0.555938269027018	0.301512762229976	1.84382997560475	0.0652079227185942	0.277409976311307	yes_vs_no	FALSE	9.352	11.655	6.944	8.112
