miRNA	min	max	mean	median	sd
hsa-miR-3194-5p	0	101	2.58	1	7.75178945478842
hsa-miR-3195	0	316	31.52	17	45.761474921017
hsa-miR-3195-3p:Novel	0	130	16.78	11	20.3525389047599
hsa-miR-3196	0	338	8.14	2	29.4770751207362
hsa-miR-3196-3p:Novel	0	313	20.5	9	31.2004261221342
hsa-miR-3197	0	11022	83.08	4	734.64444675593
hsa-miR-3197-3p:Novel	0	42	3.73	1	5.85363950517655
hsa-miR-3198	0	38	4.12	2	5.76754839371799
hsa-miR-3198-5p:Novel	0	86	8.97	5	13.4948658010924
hsa-miR-3199	0	196	5.53	2	16.0274641267473
hsa-miR-3199-3p:Novel	0	204	6.77	2	19.4516358905621
hsa-miR-32-3p	0	6	0.21	0	0.669893159207936
hsa-miR-32-5p	0	13	1.16	0	1.98898104122665
hsa-miR-3200-3p	0	34	1.08	0	3.1619032378055
hsa-miR-3200-5p	0	134	6.69	3	12.6980434063273
hsa-miR-3201	0	4	0.3	0	0.697810482995973
hsa-miR-3201-3p:Novel	0	229	7.22	1	23.0581944546416
hsa-miR-3202	0	133	7.7	4	13.1341494885744
hsa-miR-3202-3p:Novel	0	195	9.96	5	18.8904113106353
hsa-miR-320a-3p	0	1181	61.58	20	128.308840456504
hsa-miR-320a-5p	0	397	12.25	6	31.3613574602455
hsa-miR-320b	0	121	9.58	5	15.1715450983707
hsa-miR-320b-1-5p:Novel	0	66	3.5	2	6.55817761661184
hsa-miR-320b-2-5p:Novel	0	86	3.93	2	7.52517603662016
hsa-miR-320c	0	3746	59.15	12	262.785305041595
hsa-miR-320c-1-5p:Novel	0	63	5.53	3	8.8969358996869
hsa-miR-320c-2-5p:Novel	0	74	4.44	2	8.18623414523056
hsa-miR-320d	0	2694	47.05	11	196.419682636689
hsa-miR-320d-1-5p:Novel	0	470	35.55	17	52.9111884729576
hsa-miR-320d-2-5p:Novel	0	50	4.54	2	7.3461049713915
hsa-miR-320e	0	459	20.33	8	43.8376488349867
hsa-miR-320e-5p:Novel	4	9036	1065.29	599	1298.23128308106
hsa-miR-323a-3p	0	8	0.33	0	1.05701739707159
hsa-miR-323a-5p	0	339	25.92	16	38.7976320511304
hsa-miR-323b-3p	0	3	0.14	0	0.402605470303212
hsa-miR-323b-5p	0	135	8.73	4	15.1362234791442
hsa-miR-324-3p	0	5314	64.83	7	361.998863668959
hsa-miR-324-5p	0	6336	76.49	10	430.299986693205
hsa-miR-325	0	20	1.48	0	2.72770199015704
hsa-miR-325-3p:Novel	0	176	6.94	2	18.77728294752
hsa-miR-326	0	189	13.44	7	21.7516693413566
hsa-miR-326-5p:Novel	0	3421	77.68	5	363.443272493186
hsa-miR-328-3p	0	6	0.35	0	0.82300341187253
hsa-miR-328-5p	0	207	14.6	7	23.5218238037993
hsa-miR-329-3p	0	143	9	4	17.2857570066737
hsa-miR-329-5p	0	57	1.84	1	5.16445184155476
hsa-miR-330-3p	0	40	1.59	1	3.42685033829657
hsa-miR-330-5p	0	32	0.91	0	2.46099511704295
hsa-miR-331-3p	0	3	0.25	0	0.643468798097166
hsa-miR-331-5p	0	22	0.92	0	2.11583667528141
hsa-miR-335-3p	0	3	0.24	0	0.568784979945214
hsa-miR-335-5p	0	272	10.04	3	28.7721107491812
hsa-miR-337-3p	0	20	0.39	0	1.78530788838418
hsa-miR-337-5p	0	327	4.24	1	23.5999358166301
hsa-miR-338-3p	0	975	25.55	8	83.9706890780439
hsa-miR-338-5p	0	30	1.8	1	3.46218391743864
hsa-miR-339-3p	0	63	2.66	1	6.78567589601027
hsa-miR-339-5p	0	81	4.48	2	8.17274778902229
hsa-miR-33a-3p	0	2	0.11	0	0.341767164934519
hsa-miR-33a-5p	0	118	7.03	2	15.158756104512
hsa-miR-33b-3p	0	58	2.5	1	5.28426785415698
hsa-miR-33b-5p	0	1883	12.45	1	123.671242482867
hsa-miR-340-3p	0	12	0.54	0	1.27296137588541
hsa-miR-340-5p	0	25	2.2	1	3.88271995918916
hsa-miR-342-3p	0	33	2.52	1	4.74712394332754
hsa-miR-342-5p	0	260	5.87	2	19.5402850383863
hsa-miR-345-3p	0	129	12.21	6	17.6313659668679
hsa-miR-345-5p	0	16	1.15	0	2.3705652691143
hsa-miR-346	0	171	11.11	3	21.5369668877969
hsa-miR-346-3p:Novel	0	116	5.89	2	11.4161707747219
hsa-miR-34a-3p	0	20	0.63	0	1.90112831907794
hsa-miR-34a-5p	0	1185	7.77	1	77.6576118396107
hsa-miR-34b-3p	0	13	0.36	0	1.13986061684746
hsa-miR-34b-5p	0	83	4.05	2	8.96796998871618
hsa-miR-34c-3p	0	2	0.11	0	0.373229132304182
hsa-miR-34c-5p	0	115	1.77	0	8.56352655022852
hsa-miR-3529-3p	0	29	0.9	0	2.42608658290262
hsa-miR-3529-5p	0	94	3.45	1	9.52844638509036
hsa-miR-3605-3p	0	59	2.17	1	4.85943452391941
hsa-miR-3605-5p	0	1033	26.45	3	100.69567879353
hsa-miR-3606-3p	0	2	0.07	0	0.285431370107748
hsa-miR-3606-5p	0	34	1.46	0	3.81915539169008
hsa-miR-3609	0	191	9.87	3	22.0341501734045
hsa-miR-3609-5p:Novel	0	51	2.24	1	5.38276991226363
hsa-miR-361-3p	0	170	10.12	4	19.3583087384146
hsa-miR-361-5p	0	7	0.42	0	0.997703445499741
hsa-miR-3610	0	166	4.78	2	12.7498879153071
hsa-miR-3610-5p:Novel	0	64	6.18	3	8.56628042257723
hsa-miR-3611	0	28	1.66	0	3.51733061026023
hsa-miR-3611-5p:Novel	0	31	1.37	0	3.44195402442999
hsa-miR-3612	0	430	14.71	5	35.1782501933465
hsa-miR-3612-3p:Novel	0	279	11.82	4	28.0377719656958
hsa-miR-3613-3p	0	115	2.18	1	8.35140510005249
hsa-miR-3613-5p	0	86	2.91	1	7.5307150643151
hsa-miR-3614-3p	0	108	11.81	6	16.3171280575949
hsa-miR-3614-5p	0	54	5.18	2	8.19615773566745
hsa-miR-3615	0	222	11.21	7	18.748249387962
hsa-miR-3615-5p:Novel	0	253	20.47	10	31.5447143356206
hsa-miR-3616-3p	0	13	1.04	0	1.94932660283715
hsa-miR-3616-5p	0	17	0.53	0	1.58123242736303
hsa-miR-3617-3p	0	7	0.12	0	0.562439873950963
hsa-miR-3617-5p	0	7	0.79	0	1.37287513915093
hsa-miR-3618	0	96	2.54	1	7.37126955943567
hsa-miR-3618-5p:Novel	0	56	2.16	0	6.61301048323111
hsa-miR-3619-3p	0	22788	247.52	16	1528.77838897171
hsa-miR-3619-5p	0	41	2	1	4.01881121348484
hsa-miR-362-3p	0	5	0.06	0	0.384363996122771
hsa-miR-362-5p	0	50	0.82	0	3.45190426241092
hsa-miR-3620-5p	0	52	5.84	3	7.82398020651984
hsa-miR-3621	0	420	13.17	3	41.3878038894166
hsa-miR-3621-3p:Novel	0	463	37.83	16	68.2410304862353
hsa-miR-3622a-3p	0	68	3.14	1	6.25589554706219
hsa-miR-3622a-5p	1	2250	154.93	82	229.817091435257
hsa-miR-3622b-3p	0	4	0.25	0	0.58005679655363
hsa-miR-3622b-5p	0	232	11.89	6	21.1830180349942
hsa-miR-363-3p	0	131	2.29	0	12.1261605392763
hsa-miR-363-5p	0	42	1.05	0	3.48548757701826
hsa-miR-3646	0	212	6.07	1	19.3436371619519
hsa-miR-3646-5p:Novel	0	54	3.52	1	6.55683477640223
hsa-miR-3648	0	475	44.7	25	65.1637646826502
hsa-miR-3648-3p:Novel	0	3193	99.52	46	282.88451248291
hsa-miR-3649	0	111	6.75	1	16.3190258231998
hsa-miR-3649-5p:Novel	0	182	4.26	2	12.9256076620017
hsa-miR-3650	0	22	0.8	0	2.14648716123419
hsa-miR-3650-3p:Novel	0	83	4.4	1	9.58718551460546
hsa-miR-3651	0	66	3.03	1	6.22416222097137
hsa-miR-3651-5p:Novel	0	78	7.61	4	10.7063540695874
hsa-miR-3652	0	96	6.52	3	9.86157710382538
hsa-miR-3652-3p:Novel	0	1225	34.59	14	91.3734820170722
hsa-miR-3654	0	46	4.76	2	7.25417263175198
hsa-miR-3654-5p:Novel	0	103	5.41	2	10.6009649232293
hsa-miR-3655	0	40	1.79	1	3.96823072832414
hsa-miR-3655-3p:Novel	0	69	3.63	2	6.47017611240673
hsa-miR-3657	0	38	1.58	0	3.62756189039006
hsa-miR-3657-5p:Novel	0	18	1.33	0	2.55785505171643
hsa-miR-3658	0	17	0.93	0	2.0812186495036
hsa-miR-3658-3p:Novel	0	33	2.1	1	4.40450866850345
hsa-miR-3659	0	59	3.25	1	6.03297693637347
hsa-miR-3659-5p:Novel	0	65	3.86	1	8.1741827468262
hsa-miR-365a-3p, hsa-miR-365b-3p	0	32	2.31	0	4.37161251761222
hsa-miR-365a-5p	0	67	3.25	2	6.00486951527806
hsa-miR-365b-5p	0	99	2.91	1	7.51811240987314
hsa-miR-3660	0	47	3.11	1	5.46474500011071
hsa-miR-3660-5p:Novel	0	31	1.97	1	3.58564529106303
hsa-miR-3661	0	113	4.5	2	10.4535608780137
hsa-miR-3661-3p:Novel	0	931	19.63	4	73.1992515009878
hsa-miR-3662	0	337	5.39	1	23.5662742856351
hsa-miR-3662-5p:Novel	0	23	2.29	1	4.01943259550623
hsa-miR-3663-3p	0	4286	28.44	5	281.254114665772
hsa-miR-3663-5p	0	154	11.46	6	18.0076447679944
hsa-miR-3664-3p	0	87	4.09	1	10.176096751406
hsa-miR-3664-5p	0	88	2.47	1	7.23082144351284
hsa-miR-3665	0	80	7.88	4	12.5199618617622
hsa-miR-3665-3p:Novel	0	1630	129.7	54	222.790362326022
hsa-miR-3666	0	59	4.04	1	8.27924606151113
hsa-miR-3666-3p:Novel	0	737	14.22	5	50.6635213982761
hsa-miR-3667-3p	0	101	1.89	0	8.32867365161028
hsa-miR-3667-5p	0	53	2.5	1	5.320847469056
hsa-miR-3668	0	3837	51.9	3	278.880139944084
hsa-miR-3668-3p:Novel	0	1316	47.64	15	132.27322805297
hsa-miR-367-3p	0	154	11.42	6	17.8461982359131
hsa-miR-367-5p	0	8	0.8	0	1.59054107977337
hsa-miR-3670	0	19	1.27	0	2.51068458247255
hsa-miR-3670-5p:Novel	0	411	10.55	1	36.9982340214294
hsa-miR-3671	0	67	2.85	1	7.29147996195002
hsa-miR-3671-5p:Novel	0	17	1.29	0	2.30830071327837
hsa-miR-3672	0	63	1.57	0	6.04975118648535
hsa-miR-3672-3p:Novel	0	50	2.19	1	5.2359454786598
hsa-miR-3674	0	74	1.98	0	6.32793864215919
hsa-miR-3674-3p:Novel	0	80	2.24	1	6.3449739705527
hsa-miR-3675-3p	0	13	1.19	0	2.24406210044874
hsa-miR-3675-5p	0	90	2.82	0	9.546407605988
hsa-miR-3677-3p	0	42	1.84	1	4.13552866106583
hsa-miR-3677-5p	0	628	13.14	3	51.5364620317589
hsa-miR-3678-3p	0	69	2.35	1	5.77406553184326
hsa-miR-3678-5p	0	25	1.56	0	3.68797428928716
hsa-miR-3679-3p	0	4	0.19	0	0.563589890959422
hsa-miR-3679-5p	0	180	7.74	2	21.2816731544763
hsa-miR-3680-3p	0	1343	25.12	6	102.615365506943
hsa-miR-3680-5p	0	46	2.26	0	5.78216243264695
hsa-miR-3681-3p	0	2	0.09	0	0.346924584254247
hsa-miR-3681-5p	0	42	1.7	0	4.91503960572896
hsa-miR-3682-3p	0	234	17.26	8	28.8825676784845
hsa-miR-3682-5p	0	27	0.57	0	2.31848042634534
hsa-miR-3683	0	13	0.78	0	1.60869786948387
hsa-miR-3683-3p:Novel	0	55	5.78	3	8.52426478523253
hsa-miR-3684	0	51	1.78	0	4.63952142944427
hsa-miR-3684-5p:Novel	0	61	2.87	1	6.47812544028503
hsa-miR-3685	0	36	1.77	0	4.79895112732468
hsa-miR-3685-3p:Novel	0	299	14.97	4	36.7742323048379
hsa-miR-3686	0	35	3.41	1	5.30145000981812
hsa-miR-3686-5p:Novel	0	63	4.17	2	7.48978387625101
hsa-miR-3688-3p	0	13	1.06	0	1.87676215847848
hsa-miR-3688-5p	0	80	1.62	0	6.23351755891634
hsa-miR-3689a-3p	0	73	4.33	2	8.29343589118287
hsa-miR-3689a-5p, hsa-miR-3689b-5p, hsa-miR-3689e	0	170	8.04	3	19.510780708616
hsa-miR-3689b-3p, hsa-miR-3689c	0	261	8.28	3	25.6073523716561
hsa-miR-3689c-5p:Novel	0	115	2.24	0	10.6782927505431
hsa-miR-3689d	0	81	9.16	5	13.1750686158521
hsa-miR-3689d-3p:Novel	0	910	41.22	14	92.1443394254125
hsa-miR-3689e-3p:Novel	0	46	1.58	0	4.56873653861457
hsa-miR-3689f	0	17	0.55	0	1.75391483720812
hsa-miR-3689f-3p:Novel	0	48	4.52	2	6.58504152911811
hsa-miR-369-3p	0	18	1.37	1	2.306769480751
hsa-miR-369-5p	0	24	1.74	1	2.99752006422721
hsa-miR-3690	0	19	1.24	0	2.59144578155041
hsa-miR-3690-3p:Novel	0	56	2.7	1	5.70411471402109
hsa-miR-3691-3p	0	49	4.13	2	6.70246266470707
hsa-miR-3691-5p	0	76	4.75	2	8.61185532241018
hsa-miR-3692-3p	0	36	0.99	0	2.84586918831985
hsa-miR-3692-5p	0	267	5.76	2	19.280432815079
hsa-miR-370-3p	0	41	2.58	1	4.17441980063048
hsa-miR-370-5p	0	51	2.15	1	4.22688369893839
hsa-miR-3713	0	27	0.66	0	2.16807974472526
hsa-miR-3713-3p:Novel	0	37	1.73	1	4.02790143081509
hsa-miR-3714	0	92	5.03	1	10.0079256737475
hsa-miR-3714-3p:Novel	0	2705	155.09	74	261.035338494377
hsa-miR-371a-3p	0	1991	45.85	12	150.417060180979
hsa-miR-371a-5p	0	997	116.03	59	153.261351682317
hsa-miR-371b-3p	0	6	0.33	0	0.830165158103597
hsa-miR-371b-5p	0	12	0.85	0	1.68210378364921
hsa-miR-372-3p	0	67	2.42	1	5.86875788191277
hsa-miR-372-5p	0	39	2.32	1	4.55373017289062
hsa-miR-373-3p	0	318	3.17	1	21.0712188336253
hsa-miR-373-5p	0	38	1.75	0	4.27808171130559
hsa-miR-374a-3p	0	6	0.45	0	0.879800621863367
hsa-miR-374a-5p	0	15	0.57	0	1.40996894701708
hsa-miR-374b-3p	0	6	0.23	0	0.639720460262432
hsa-miR-374b-5p	0	15	0.58	0	1.53496325036188
hsa-miR-374c-3p	0	10	0.25	0	0.903923993027585
hsa-miR-374c-5p	0	22	0.93	0	2.43085525565348
hsa-miR-375-3p	0	1078	27.24	8	88.0712520313204
hsa-miR-375-5p	0	13	0.45	0	1.36422395527567
hsa-miR-376a-2-5p	0	12	0.42	0	1.08065996421886
hsa-miR-376a-3p	0	79	2.76	1	7.58416589318808
hsa-miR-376a-5p	0	7	0.23	0	0.680659475285868
hsa-miR-376b-3p	0	76	0.7	0	5.03409273700548
hsa-miR-376b-5p	0	6	0.38	0	0.832435014802994
hsa-miR-376c-3p	0	5	0.15	0	0.537549623248395
hsa-miR-376c-5p	0	32	1.48	0	3.27490288411727
hsa-miR-377-3p	0	8	0.26	0	0.988183103371815
hsa-miR-377-5p	0	2	0.14	0	0.395699839750948
hsa-miR-378a-3p	0	953	40.64	12	103.723557426704
hsa-miR-378a-5p	0	21	0.44	0	1.55567344763754
hsa-miR-378b	0	185	8.86	3	19.0100162097304
hsa-miR-378b-5p:Novel	0	489	15.79	1	52.7923181813517
hsa-miR-378c	0	862	24	7	74.0088531516844
hsa-miR-378c-3p:Novel	0	280	8.73	2	24.7908059766883
hsa-miR-378d	0	173	8.39	4	16.0523737673489
hsa-miR-378d-1:Novel	0	11	1.18	0	2.03676254323874
hsa-miR-378d-2-3p:Novel	0	81	6.58	3	11.5901230832847
hsa-miR-378e	0	716	9.99	3	50.2407129362979
hsa-miR-378e-5p:Novel	0	80	3.23	1	6.74055667851283
hsa-miR-378f	0	203	12.96	5	24.0884373071142
hsa-miR-378f-5p:Novel	0	1041	12.63	4	69.1138571336536
hsa-miR-378g	0	29	1.85	1	3.81152843371737
hsa-miR-378g-3p:Novel	0	238	3.5	1	16.3978353448209
hsa-miR-378h	0	2707	117.48	48	235.318750838258
hsa-miR-378h-3p:Novel	0	383	27.79	9	54.8452081326456
hsa-miR-378i	0	4314	179.9	45	435.201413584867
hsa-miR-378i-3p:Novel	0	1839	36.23	10	149.011902790689
hsa-miR-378j	0	67	4.25	2	9.40791579896055
hsa-miR-378j-3p:Novel	0	1397	35.22	9	112.82726034224
hsa-miR-379-3p	0	2	0.13	0	0.39466997920018
hsa-miR-379-5p	0	974	20.46	6	70.5821830818198
hsa-miR-380-3p	0	3	0.15	0	0.478136768998458
hsa-miR-380-5p	0	304	5.3	1	21.2306062421427
hsa-miR-381-3p	0	86	1.13	0	5.78051771748319
hsa-miR-381-5p	0	13	0.85	0	1.98674756877353
hsa-miR-382-3p	0	9	0.23	0	0.78642846787838
hsa-miR-382-5p	0	60	2.74	1	7.0785461918827
hsa-miR-383-3p	0	8	0.48	0	1.14883266257819
hsa-miR-383-5p	0	1148	27.27	5	103.18204463357
hsa-miR-384	0	61	2.27	1	6.09353126516652
hsa-miR-384-5p:Novel	0	16	1.09	0	2.02812473027741
hsa-miR-3907	0	2314	28.25	10	152.192051457561
hsa-miR-3907-5p:Novel	0	2221	54.48	25	153.983459145439
hsa-miR-3908	0	158	8.27	4	15.9237815733102
hsa-miR-3908-3p:Novel	0	82	3.12	1	8.11750730327399
hsa-miR-3909	0	156	9.35	4	18.1733915987677
hsa-miR-3909-5p:Novel	0	178	8.36	3	21.4167829650176
hsa-miR-3910	0	108	2.63	1	8.1500628066994
hsa-miR-3910-5p:Novel	0	33	1.94	1	3.52647547885209
hsa-miR-3911	0	860	16.58	6	60.9049901564582
hsa-miR-3911-3p:Novel	0	725	40.56	22	67.8061177320626
hsa-miR-3912-3p	0	31	0.85	0	3.15302110752279
hsa-miR-3912-5p	0	119	1.3	0	8.0212460220368
hsa-miR-3913-3p	0	22	2.33	1	3.61364371470787
hsa-miR-3913-5p	0	15	1.12	0	2.04462209289098
hsa-miR-3914	0	50	2.34	1	4.92816159191637
hsa-miR-3914-5p:Novel	0	36	2.21	1	4.37573224807261
hsa-miR-3915	0	154	2.77	1	10.5942984378515
hsa-miR-3915-3p:Novel	0	17	1.47	0	2.58315887673365
hsa-miR-3916	0	47	4.28	2	6.89479656147254
hsa-miR-3916-3p:Novel	0	1384	90.42	47	147.470815071706
hsa-miR-3917	0	67	6.69	3	10.2115027839977
hsa-miR-3917-5p:Novel	0	398	13.68	7	28.9895089799963
hsa-miR-3918	0	134	5.83	1	17.3987801919595
hsa-miR-3918-3p:Novel	0	97	5.67	3	10.462897017571
hsa-miR-3919	0	651	10.13	1	56.630690219503
hsa-miR-3919-5p:Novel	0	21	1.49	1	2.52250489214322
hsa-miR-3920	0	451	46.17	21	67.8329951325442
hsa-miR-3920-5p:Novel	0	10068	147.45	1	844.731756486842
hsa-miR-3921	0	84	7.02	3	11.5776857557515
hsa-miR-3921-5p:Novel	0	11	0.67	0	1.48249616504878
hsa-miR-3922-3p	0	29	1.08	0	2.62498722661924
hsa-miR-3922-5p	0	25	2.67	1	3.792693918183
hsa-miR-3923	0	56	3.52	2	6.14414501630232
hsa-miR-3923-5p:Novel	0	54	1.1	0	3.79923405037683
hsa-miR-3924	0	30	1.07	0	2.84582368504304
hsa-miR-3924-5p:Novel	0	47	3.87	1	8.15003102888524
hsa-miR-3925-3p	0	3	0.19	0	0.481068257776305
hsa-miR-3925-5p	0	69	3.76	1	7.59764515678184
hsa-miR-3926	0	24	1.3	0	2.78741516308596
hsa-miR-3926-3p:Novel	0	47	2.73	1	5.27988299321877
hsa-miR-3927-3p	0	66	3.18	0	8.65753219439044
hsa-miR-3927-5p	0	2	0.11	0	0.361495913594276
hsa-miR-3928-3p	0	739	28.85	10	79.9455374589317
hsa-miR-3928-5p	0	226	5.44	1	19.9392771761698
hsa-miR-3929	0	90	12.48	7	15.5749190748539
hsa-miR-3929-5p:Novel	0	2324	21.55	1	171.194582989449
hsa-miR-3934-3p	0	168	17.24	11	22.9976625305846
hsa-miR-3934-5p	0	3156	25.96	3	217.698885013306
hsa-miR-3935	0	1137	59.22	20	142.752927303306
hsa-miR-3935-5p:Novel	0	548	10.39	1	43.8365731527312
hsa-miR-3936	0	485	24.81	7	54.6652702499149
hsa-miR-3936-5p:Novel	0	192	9.49	3	19.9324549441517
hsa-miR-3937	0	57	4.23	2	7.80789967413109
hsa-miR-3937-5p:Novel	0	111	4.91	2	10.887014422008
hsa-miR-3938	0	27	3	1	4.53197248492467
hsa-miR-3938-5p:Novel	0	248	14.33	4	31.9214792058568
hsa-miR-3939	0	177	3.39	1	12.2491508888939
hsa-miR-3939-5p:Novel	0	71	5.25	2	9.67300773209507
hsa-miR-3940-3p	0	16	0.35	0	1.33720179034033
hsa-miR-3940-5p	0	96	5.39	3	9.955387388215
hsa-miR-3941	0	521	12.44	2	42.62403137797
hsa-miR-3941-5p:Novel	0	191	2.45	1	12.6446082620122
hsa-miR-3942-3p	0	4	0.2	0	0.547404980357641
hsa-miR-3942-5p	0	16	1.03	0	1.98468869004409
hsa-miR-3943	0	459	9.15	3	32.1284962198716
hsa-miR-3943-3p:Novel	0	438	21.32	8	48.3317601839046
hsa-miR-3944-3p	0	10	1.27	1	1.85976059923273
hsa-miR-3944-5p	0	18	1.76	0	2.98058067849161
hsa-miR-3945	0	87	5.03	2	9.41153123731052
hsa-miR-3945-3p:Novel	0	140	9.88	3	20.1354669244838
hsa-miR-3960	0	393	24.16	13	42.7081679008384
hsa-miR-3960-5p:Novel	0	4305	293.12	130	514.25773170121
hsa-miR-3972	0	766	33.61	13	76.4796354473073
hsa-miR-3972-5p:Novel	0	1336	35.41	5	115.109435675106
hsa-miR-3973	0	50	4.6	2	6.81658640592135
hsa-miR-3973-5p:Novel	0	40	1.94	1	3.96647281792802
hsa-miR-3974	0	52	2.47	1	5.5816851767599
hsa-miR-3974-3p:Novel	0	80	2.74	1	7.78995522435872
hsa-miR-3975	0	74	3.24	1	7.63965967053535
hsa-miR-3975-5p:Novel	0	50	1.78	0	4.81663552708726
hsa-miR-3976	0	524	32.12	15	58.4983287115056
hsa-miR-3976-3p:Novel	0	340	23.1	11	40.6747363773822
hsa-miR-3977	0	24	0.47	0	2.07828330758484
hsa-miR-3977-3p:Novel	0	11	0.94	0	1.88948391753381
hsa-miR-3978	0	31	2.26	1	3.94932848734591
hsa-miR-3978-3p:Novel	0	60	5.47	3	7.95408934879756
hsa-miR-409-3p	0	15	0.88	0	1.7103074853777
hsa-miR-409-5p	0	60	2.65	1	5.35741558323952
hsa-miR-410-3p	0	370	4.79	1	25.3902397406195
hsa-miR-410-5p	0	164	2.96	1	12.495973896536
hsa-miR-411-3p	0	257	1.74	0	17.2700445813022
hsa-miR-411-5p	0	8370	207.8	7	819.460685026246
hsa-miR-412-3p	0	21	1.42	1	2.70291638656253
hsa-miR-412-5p	0	68	6.37	3	8.89316742317576
hsa-miR-421	0	28	0.86	0	2.60272167744369
hsa-miR-421-5p:Novel	0	78	1.44	0	5.40088899111357
hsa-miR-422a	0	1372	45.71	13	119.167481290034
hsa-miR-422a-3p:Novel	0	76	6.99	3	10.4231509096484
hsa-miR-423-3p	0	119	4.97	2	13.4128485579227
hsa-miR-423-5p	0	961	28	11	80.8212959439057
hsa-miR-424-3p	0	48	1.88	1	5.03495991746018
hsa-miR-425-3p	0	512	47.51	18	73.1849989097058
hsa-miR-425-5p	0	98	2.39	1	7.30300458581704
hsa-miR-4251	0	262	6.7	2	22.72403468262
hsa-miR-4251-5p:Novel	0	13	0.64	0	1.48764086031816
hsa-miR-4252	0	327	17.86	4	40.764441335208
hsa-miR-4252-5p:Novel	0	112	6.03	2	12.9208007454914
hsa-miR-4253	0	166	4.34	1	14.4371728343696
hsa-miR-4253-5p:Novel	0	36	2.01	0	4.99696518821181
hsa-miR-4254	0	4482	253.71	129	451.402585027406
hsa-miR-4254-5p:Novel	0	5979	211.45	28	691.923473701128
hsa-miR-4255	0	43	1.12	0	4.10602509248127
hsa-miR-4255-3p:Novel	0	241	11.11	3	26.9483140916317
hsa-miR-4256	0	406	4.79	1	27.7172216537383
hsa-miR-4256-3p:Novel	0	52	3.94	2	6.01261561588003
hsa-miR-4257	0	281	11.49	4	25.4905512561945
hsa-miR-4257-5p:Novel	0	103	8.84	2	16.2346909934591
hsa-miR-4258	0	428	21.45	8	45.1484945716218
hsa-miR-4258-3p:Novel	0	426	37.13	20	50.5772768820769
hsa-miR-4259	0	1788	57.02	31	129.028947779569
hsa-miR-4259-5p:Novel	0	459	27.65	11	53.1950356459564
hsa-miR-4260	0	182	10.86	4	19.6339701858725
hsa-miR-4260-3p:Novel	0	526	21.52	5	54.4569650990787
hsa-miR-4261	0	332	8.03	2	27.3968162551879
hsa-miR-4261-5p:Novel	0	238	10.3	4	22.8007265578811
hsa-miR-4262	0	27	1.41	1	2.68477997430583
hsa-miR-4262-3p:Novel	0	44	3.77	2	6.16423394104386
hsa-miR-4263	0	533	22.23	10	46.0279592787984
hsa-miR-4263-5p:Novel	0	235	7.18	2	20.6102779649358
hsa-miR-4264	0	29	1.3	0	3.58190286286322
hsa-miR-4264-3p:Novel	0	23	2.3	1	3.56912333898806
hsa-miR-4265	0	272	14.7	6	26.537787791176
hsa-miR-4265-5p:Novel	0	91	4.04	2	7.99988437832683
hsa-miR-4266	0	97	2.25	1	6.84167069475839
hsa-miR-4266-5p:Novel	0	8	0.84	0	1.51116901412634
hsa-miR-4267	0	20	2.9	1	3.94287310663936
hsa-miR-4267-3p:Novel	0	350	12.27	4	32.6835642065964
hsa-miR-4268	0	458	12.36	1	44.1452206153949
hsa-miR-4268-5p:Novel	0	43	3.36	2	5.63842908018096
hsa-miR-4269	0	113	7.3	3	14.3584899977518
hsa-miR-4269-3p:Novel	0	107	4.6	2	9.28617744869772
hsa-miR-4270	0	1657	23.12	4	117.474550347217
hsa-miR-4270-3p:Novel	0	267	15.98	6	33.8994412609376
hsa-miR-4271	0	292	13.77	5	31.385735847373
hsa-miR-4271-5p:Novel	0	334	15.67	5	37.8976362678459
hsa-miR-4272	0	15	0.65	0	1.85560799790325
hsa-miR-4272-5p:Novel	0	11	0.58	0	1.49559067779486
hsa-miR-4273	0	72	4.14	2	8.05573396937906
hsa-miR-4273-3p:Novel	0	24	2.56	1	3.89481731206122
hsa-miR-4274	0	831	32.38	9	83.384004820341
hsa-miR-4274-5p:Novel	0	139	11.45	5	19.4428624462448
hsa-miR-4275	0	19	0.8	0	1.8487163008232
hsa-miR-4275-3p:Novel	0	139	3.74	1	10.8922127664326
hsa-miR-4276	0	20	0.77	0	2.32627882751948
hsa-miR-4276-3p:Novel	0	1288	48.94	19	112.375662300957
hsa-miR-4277	0	297	26.76	11	44.3381411840022
hsa-miR-4277-3p:Novel	0	50	3.92	2	5.97316219167064
hsa-miR-4278	0	23	1.31	0	2.55436667446006
hsa-miR-4278-5p:Novel	0	39	0.98	0	3.83716587362211
hsa-miR-4279	0	409	15.91	8	31.6137183295683
hsa-miR-4279-5p:Novel	0	36	5.92	3	7.17318120759326
hsa-miR-4280	0	14	0.69	0	1.60297239441673
hsa-miR-4280-3p:Novel	0	3282	35.21	3	226.414569319072
hsa-miR-4281	0	405	40.63	17	64.1349015179618
hsa-miR-4281-5p:Novel	0	16	2.13	1	2.91113893686359
hsa-miR-4282	0	33	1.54	1	3.11687748599308
hsa-miR-4282-5p:Novel	0	70	0.75	0	4.65423529394226
hsa-miR-4283	0	173	20.38	12	24.0569550746733
hsa-miR-4283-3p:Novel	0	166	16.58	9	21.5455229793993
hsa-miR-4284	0	163	5.88	2	15.3887323301506
hsa-miR-4284-3p:Novel	0	2761	198.55	95	300.962834079908
hsa-miR-4285	0	65	6.41	3	10.3641179104716
