miRNA	min	max	mean	median	sd
hsa-miR-6131	0	693	32.15	12	65.1017685577766
hsa-miR-6131-5p:Novel	0	827	50.78	21	102.233965881129
hsa-miR-6132	0	834	24.56	10	62.2272444088754
hsa-miR-6132-3p:Novel	0	192	8.14	3	19.3448296966477
hsa-miR-6133	0	38	4.33	2	6.40241347678047
hsa-miR-6133-5p:Novel	0	523	15.44	7	39.2987818870601
hsa-miR-6134	0	141	9.51	4	16.2223535613307
hsa-miR-6134-5p:Novel	0	72	5.33	2	9.09572853805593
hsa-miR-614	0	47	2.62	1	5.42384752252586
hsa-miR-614-5p:Novel	0	44	2.12	1	4.43117412533646
hsa-miR-615-3p	0	593	10.88	3	42.8571902066026
hsa-miR-615-5p	0	2939	42.4	5	202.129312455363
hsa-miR-616-3p	0	100	7.41	3	13.4309290432651
hsa-miR-616-5p	0	59	0.7	0	4.00483003485917
hsa-miR-6165	0	181	9.32	4	17.7888547984185
hsa-miR-6165-3p:Novel	0	256	36.44	20	45.5315989006103
hsa-miR-617	0	214	8.19	2	23.8884177869913
hsa-miR-617-3p:Novel	0	1130	53.28	16	112.393107588576
hsa-miR-618	0	44	1.63	1	3.75904513206067
hsa-miR-618-3p:Novel	0	268	9.47	4	24.9174558559692
hsa-miR-619-3p	0	65	1.65	0	7.54379203605599
hsa-miR-619-5p	0	38	3.36	2	4.98594294526382
hsa-miR-620	0	54	0.68	0	3.76262120556134
hsa-miR-620-5p:Novel	0	26	1.37	0	3.27494242561238
hsa-miR-621	0	479	13.25	5	38.7001939222487
hsa-miR-621-5p:Novel	0	94	3.64	1	8.69445838624588
hsa-miR-622	0	453	28.92	9	54.9000443849052
hsa-miR-622-5p:Novel	0	171	10.17	6	15.5187779812419
hsa-miR-623	0	442	11.22	4	33.0578382151037
hsa-miR-623-3p:Novel	0	164	8.2	2	18.2462701024232
hsa-miR-624-3p	0	8	0.39	0	1.02063583069087
hsa-miR-624-5p	0	170	2.79	0	13.0874496320649
hsa-miR-625-3p	0	17	0.78	0	1.87064080606275
hsa-miR-625-5p	0	39	3.86	2	6.2125867024608
hsa-miR-626	0	66	3.88	1	7.21092040550779
hsa-miR-626-5p:Novel	0	109	3.18	1	10.0917740075522
hsa-miR-627-3p	0	13	0.84	0	1.72182062713112
hsa-miR-627-5p	0	40	3.11	1	5.44450795425931
hsa-miR-628-3p	0	143	5.58	2	13.8362682496587
hsa-miR-628-5p	0	5	0.19	0	0.616962151900189
hsa-miR-629-3p	0	190	2.12	0	14.986182032677
hsa-miR-629-5p	0	150	6.54	2	18.9834251562908
hsa-miR-630	0	36	1.4	0	3.36429004931036
hsa-miR-630-5p:Novel	0	14	1.39	1	2.28302964499435
hsa-miR-631	0	64	3.49	1	7.20399289904614
hsa-miR-631-3p:Novel	0	318	19.41	7	36.3174726609997
hsa-miR-632	0	4855	85.24	10	407.343824616635
hsa-miR-632-5p:Novel	0	183	8.47	3	18.8300095992165
hsa-miR-633	0	40	3.33	1	5.73826024203314
hsa-miR-633-5p:Novel	0	1500	41.4	3	141.625110399998
hsa-miR-634	0	24	3.28	2	4.41630352959042
hsa-miR-634-5p:Novel	0	62	3.91	1	7.67382551576919
hsa-miR-635	0	107	5.52	1	13.7414738724872
hsa-miR-635-3p:Novel	0	188	14.24	8	21.0369151287746
hsa-miR-636	0	853	55.38	26	89.6652482356309
hsa-miR-636-5p:Novel	0	123	10.88	4	17.794549635889
hsa-miR-637	0	212	17.94	10	24.0217245726228
hsa-miR-637-5p:Novel	0	196	6.58	3	15.0883577400785
hsa-miR-638	0	1850	59.36	19	154.751600647345
hsa-miR-638-3p:Novel	0	1046	106.94	56	143.70949442512
hsa-miR-639	0	665	30.48	14	57.957259721433
hsa-miR-639-5p:Novel	0	1026	26.97	3	97.5666846557452
hsa-miR-640	0	54	3.37	1	6.41473083178249
hsa-miR-640-5p:Novel	0	196	15.13	6	26.9037346256291
hsa-miR-641	0	165	16.07	8	24.44185214854
hsa-miR-641-3p:Novel	0	2098	49.56	19	151.78327147346
hsa-miR-642a-3p	0	241	10.33	2	25.025780698528
hsa-miR-642a-5p	0	27	2.18	1	3.44980282899992
hsa-miR-642b-3p	0	378	7.8	0	39.3187087200127
hsa-miR-642b-5p	0	5	0.38	0	0.827866732584557
hsa-miR-643	0	350	9.45	1	36.5686515941447
hsa-miR-643-5p:Novel	0	71	2.4	0	7.29669187360665
hsa-miR-644a	0	20	2.23	1	3.74941660895443
hsa-miR-644a-5p:Novel	0	22	0.88	0	2.15497675595504
hsa-miR-645	0	58066	873.85	26	4887.52675644752
hsa-miR-645-5p:Novel	0	13	1.5	1	2.25549991308471
hsa-miR-646	0	5490	136.71	31	433.203741456214
hsa-miR-646-5p:Novel	0	147	18.09	12	21.6881410564241
hsa-miR-647	0	280	19.79	10	33.3040635391038
hsa-miR-647-3p:Novel	0	1112	149.96	103	167.724484831222
hsa-miR-648	0	52	4.13	2	6.42425211549572
hsa-miR-648-3p:Novel	0	46	3.91	2	5.53714233535416
hsa-miR-649	0	27	0.74	0	2.49398417828684
hsa-miR-649-5p:Novel	0	335	4.19	1	22.4382590653349
hsa-miR-6499-3p	0	16	0.54	0	1.69168849817007
hsa-miR-6499-5p	0	185	2.89	1	12.5864422666995
hsa-miR-650	0	417	30.34	17	43.2049154387571
hsa-miR-650-3p:Novel	0	5098	47.04	7	342.844281106978
hsa-miR-6500-3p	0	52	2.67	1	5.28058019132579
hsa-miR-6500-5p	0	119	2.8	1	9.22349848889902
hsa-miR-6501-3p	0	172	7.38	2	17.5222474286383
hsa-miR-6501-5p	0	18	1.67	1	2.64864445491875
hsa-miR-6502-3p	0	25	0.62	0	2.09140683192646
hsa-miR-6502-5p	0	127	2.58	0	11.1050272138947
hsa-miR-6503-3p	0	76	2.55	1	5.90498744456227
hsa-miR-6503-5p	0	74	3.79	1	9.09179015467604
hsa-miR-6504-3p	0	2	0.07	0	0.276677147938186
hsa-miR-6504-5p	0	11	0.71	0	1.4682773545274
hsa-miR-6505-3p	0	360	14.42	3	37.7189366385835
hsa-miR-6505-5p	0	208	8.87	0	27.7214341583399
hsa-miR-6506-3p	0	7	0.28	0	0.703644921688255
hsa-miR-6506-5p	0	6	0.7	0	0.998630110984268
hsa-miR-6507-3p	0	4	0.27	0	0.677280950904783
hsa-miR-6507-5p	0	18	2.45	1	3.41748760758898
hsa-miR-6508-3p	0	27	1.57	0	3.52284348568822
hsa-miR-6508-5p	0	27	1.22	0	3.27598163090038
hsa-miR-6509-3p	0	27	0.8	0	2.43618417617383
hsa-miR-6509-5p	0	474	46.4	19	71.9974819910608
hsa-miR-651-3p	0	52	3.6	1	6.76064927136229
hsa-miR-651-5p	0	17	0.83	0	2.17991626599341
hsa-miR-6510-3p	0	186	9.06	3	21.1072828515179
hsa-miR-6510-5p	0	24	2.51	1	3.77618625798893
hsa-miR-6511a-3p	0	123	24.13	17	23.4378190126777
hsa-miR-6511a-5p	0	89	7.28	3	11.7122222766893
hsa-miR-6511b-3p	0	55	12.88	8	12.4301273408455
hsa-miR-6511b-5p	0	372	20.17	10	33.7852710363051
hsa-miR-6512-3p	0	9	0.34	0	0.966089229925266
hsa-miR-6512-5p	0	271	6.39	2	19.2704966808455
hsa-miR-6513-3p	0	29	0.72	0	2.29251473224128
hsa-miR-6513-5p	0	13	0.4	0	1.13312169570087
hsa-miR-6514-3p	0	21	0.92	0	2.29453120801511
hsa-miR-6514-5p	0	87	3.64	2	7.73912849176487
hsa-miR-6515-3p	0	54	2.65	1	6.01762555951885
hsa-miR-6515-5p	0	438	23.6	6	56.883875958725
hsa-miR-6516-3p	0	34	0.53	0	2.36352361850263
hsa-miR-6516-5p	0	4021	27.88	1	271.0408309614
hsa-miR-652-3p	0	18	0.99	0	2.01287111872443
hsa-miR-652-5p	0	14	0.48	0	1.53432436288908
hsa-miR-6529-3p	0	38	2.51	1	4.42184193558525
hsa-miR-6529-5p	0	126	2.76	1	11.7817833465449
hsa-miR-653-3p	0	23	0.82	0	2.67313051634909
hsa-miR-653-5p	0	12	0.53	0	1.37089290008215
hsa-miR-654-3p	0	67	1.3	0	6.39213040105423
hsa-miR-654-5p	0	799	25.56	11	60.5863357916036
hsa-miR-655-3p	0	59	1.58	0	4.7118619186964
hsa-miR-655-5p	0	1676	78.62	35	163.949250505019
hsa-miR-656-3p	0	26	0.37	0	1.82004525978589
hsa-miR-656-5p	0	47	2.11	0	5.75442767929488
hsa-miR-657	0	236	19.63	8	31.9609309933244
hsa-miR-657-5p:Novel	0	4240	363.34	161	570.909953239309
hsa-miR-658	0	280	17.15	8	26.8701409903043
hsa-miR-658-5p:Novel	0	85	6.73	3	10.4171538044054
hsa-miR-659-3p	0	11	0.48	0	1.16737823356877
hsa-miR-659-5p	0	17	0.8	0	1.97497103310886
hsa-miR-660-3p	0	230	3.48	1	15.813046104803
hsa-miR-660-5p	0	121	2.96	1	12.110762315383
hsa-miR-661	0	1050	17.5	6	70.4603779869568
hsa-miR-661-5p:Novel	0	19	1.85	1	2.73526025464639
hsa-miR-662	0	384	10.52	4	29.0694914597415
hsa-miR-662-5p:Novel	0	80	5.6	3	9.29772864094862
hsa-miR-663a	0	351	15.1	6	30.6952152775531
hsa-miR-663a-3p:Novel	0	307	31.1	16	45.3962785964227
hsa-miR-663b	0	128	9.53	5	13.1680236829025
hsa-miR-663b-5p:Novel	0	382	15.68	7	33.5765015489639
hsa-miR-664a-3p	0	6	0.15	0	0.619505596150179
hsa-miR-664a-5p	0	405	25.03	9	51.8688161955971
hsa-miR-664b-3p	0	1	0.06	0	0.230017597823664
hsa-miR-664b-5p	0	135	9.48	4	16.4958354425252
hsa-miR-665	0	66	2.36	1	6.76250971641772
hsa-miR-665-5p:Novel	0	34	2.41	1	3.6425799013913
hsa-miR-668-3p	0	15	1.35	1	2.32753495632546
hsa-miR-668-5p	0	12	0.34	0	1.13815524674573
hsa-miR-670-3p	0	58	1.32	0	4.70807168872725
hsa-miR-670-5p	0	109	7.56	4	13.4288270149623
hsa-miR-671-3p	0	260	14.72	7	28.7875171044486
hsa-miR-671-5p	0	961	21.04	7	78.2847799432064
hsa-miR-6715a-3p	0	8	0.86	0	1.49655516824961
hsa-miR-6715a-5p:Novel	0	160	3.67	1	14.1469433837753
hsa-miR-6715b-3p	0	295	7.12	2	26.1773947096388
hsa-miR-6715b-5p	0	340	6.33	0	28.5277808980266
hsa-miR-6716-3p	0	24	0.86	0	2.20141625677488
hsa-miR-6716-5p	0	27	3.15	2	4.74874869601347
hsa-miR-6717-3p:Novel	0	925	69.64	45	96.7585360383534
hsa-miR-6717-5p	0	920	51.21	31	80.4236967133708
hsa-miR-6718-3p:Novel	0	71	3.81	1	9.21260123999851
hsa-miR-6718-5p	0	60	2.73	0	7.61689525887275
hsa-miR-6719-3p	0	15	0.8	0	1.78947889608961
hsa-miR-6719-5p:Novel	0	15	1.44	1	2.23929218293163
hsa-miR-6720-3p	0	266	18.15	8	31.8650872772014
hsa-miR-6720-5p	0	160	10.7	5	16.9239379546153
hsa-miR-6721-3p:Novel	0	700	41.99	17	83.3395878467821
hsa-miR-6721-5p	0	16	1.36	0	2.46526858744205
hsa-miR-6722-3p	0	64	7.11	4	9.58201861076758
hsa-miR-6722-5p	0	215	5.57	1	22.7969940495286
hsa-miR-6724-3p:Novel	0	956	31.3	13	75.5172100149078
hsa-miR-6724-5p	0	421	33.21	16	50.4746733725393
hsa-miR-6726-3p	0	50	2.13	1	4.54011684257201
hsa-miR-6726-5p	0	85	5.77	2	11.3701333291413
hsa-miR-6727-3p	0	145	0.88	0	9.50847864792349
hsa-miR-6727-5p	0	42	3.26	1	6.56500323125379
hsa-miR-6728-3p	0	7	0.28	0	0.822283806587659
hsa-miR-6728-5p	0	6042	346.03	121	721.947980996594
hsa-miR-6729-3p	0	31	1.05	0	3.31173506893139
hsa-miR-6729-5p	0	75	5.36	3	8.5961683215283
hsa-miR-6730-3p	0	3	0.21	0	0.552015425547981
hsa-miR-6730-5p	0	81	6.03	3	9.30279095169285
hsa-miR-6731-3p	0	4	0.18	0	0.524344450017656
hsa-miR-6731-5p	0	1423	63.7	24	143.063998290717
hsa-miR-6732-3p	0	98	1.33	0	6.9423592482189
hsa-miR-6732-5p	0	276	4.35	1	19.6487300196911
hsa-miR-6733-3p	0	67	2.42	0	6.78194265599004
hsa-miR-6733-5p	0	13	0.73	0	1.45916494960487
hsa-miR-6734-3p	0	313	3.01	0	22.3077981216692
hsa-miR-6734-5p	0	232	8.31	3	22.4898205970368
hsa-miR-6735-3p	0	14	0.88	0	1.69607884232903
hsa-miR-6735-5p	0	289	12.51	4	31.4772922514407
hsa-miR-6736-3p	0	4	0.29	0	0.64237539238267
hsa-miR-6736-5p	0	335	12.14	1	42.6568912020882
hsa-miR-6737-3p	0	13	0.25	0	1.15139014883145
hsa-miR-6737-5p	0	138	5.65	2	14.2192107835002
hsa-miR-6738-3p	0	42	1.09	0	3.85621014302384
hsa-miR-6738-5p	0	3983	117.86	36	330.472282245492
hsa-miR-6739-3p	0	5	0.17	0	0.535273467830535
hsa-miR-6739-5p	0	41	3.08	1	5.33717017961026
hsa-miR-6740-3p	0	3366	46.28	0	288.355002011655
hsa-miR-6740-5p	0	103	5	2	10.5550681788081
hsa-miR-6741-3p	0	36	2.61	0	5.49281420072786
hsa-miR-6741-5p	0	487	24.06	7	55.6550784155487
hsa-miR-6742-3p	0	6	0.24	0	0.653425305045149
hsa-miR-6742-5p	0	53	2.05	1	4.52454130569443
hsa-miR-6743-3p	0	351	23.55	10	42.4012839041513
hsa-miR-6743-5p	0	43	3.86	1	7.14031964060962
hsa-miR-6744-3p	0	17	1.18	0	2.16797735123579
hsa-miR-6744-5p	0	248	1.86	0	16.3696952687203
hsa-miR-6745	0	72	5.87	2	9.32741078642346
hsa-miR-6745-5p:Novel	0	402	33.83	18	50.3614150436968
hsa-miR-6746-3p	0	5	0.3	0	0.673912939695173
hsa-miR-6746-5p	0	1231	51.17	5	152.878883956177
hsa-miR-6747-3p	0	44	2.62	1	5.62820954098771
hsa-miR-6747-5p	0	230	7.12	2	20.5488684307488
hsa-miR-6748-3p	0	120	9.36	3	17.3396584771667
hsa-miR-6748-5p	0	64	3.43	1	6.93600101701522
hsa-miR-6749-3p	0	12	0.65	0	1.49545460986228
hsa-miR-6749-5p	0	848	20.18	6	69.0075516047452
hsa-miR-675-3p	0	231	4.02	0	21.3613101657976
hsa-miR-675-5p	0	176	8.01	3	18.8113320319519
hsa-miR-6750-3p	0	10	0.35	0	1.08107073140413
hsa-miR-6750-5p	0	122	8.76	3	14.1108688535358
hsa-miR-6751-3p	0	9	0.73	0	1.39336574780211
hsa-miR-6751-5p	0	36	3.37	2	4.54491830221782
hsa-miR-6752-3p	0	88	2.49	1	7.58009620764099
hsa-miR-6752-5p	0	69	9	5	11.6430384705877
hsa-miR-6753-3p	0	13	0.89	0	1.98170371716197
hsa-miR-6753-5p	0	20	1.25	0	2.51509428746242
hsa-miR-6754-3p	0	19	0.64	0	1.92245518802853
hsa-miR-6754-5p	0	113	10.57	5	16.3584865252587
hsa-miR-6755-3p	0	7	0.18	0	0.67932642121596
hsa-miR-6755-5p	0	53	1.28	0	4.34766322542136
hsa-miR-6756-3p	0	8	0.49	0	1.05503787999417
hsa-miR-6756-5p	0	433	36.5	18	62.7192103651142
hsa-miR-6757-3p	0	26	0.3	0	1.78760676901645
hsa-miR-6757-5p	0	1668	88.21	31	190.329712731923
hsa-miR-6758-3p	0	4	0.16	0	0.52441500703204
hsa-miR-6758-5p	0	207	14.4	7	23.2193327434948
hsa-miR-6759-3p	0	9	0.41	0	0.891207274984528
hsa-miR-6759-5p	0	58	1.91	1	5.59721423236078
hsa-miR-676-3p	0	47	2.27	1	5.76626846455555
hsa-miR-676-5p	0	124	1.94	0	8.6253521504232
hsa-miR-6760-3p	0	16	0.76	0	1.67453129383062
hsa-miR-6760-5p	0	1877	88.79	38	182.370847904642
hsa-miR-6761-3p	0	4	0.16	0	0.537893655042492
hsa-miR-6761-5p	0	18	1.52	1	2.60645764009863
hsa-miR-6762-3p	0	7	0.27	0	0.675831752030005
hsa-miR-6762-5p	0	197	11.55	4	24.3904731969968
hsa-miR-6763-3p	0	5	0.25	0	0.676132784592253
hsa-miR-6763-5p	0	591	26.74	5	70.6240358506944
hsa-miR-6764-3p	0	12	0.45	0	1.12127237499967
hsa-miR-6764-5p	0	294	3.05	0	19.7893412156917
hsa-miR-6765-3p	0	39	2.73	1	4.70986702758082
hsa-miR-6765-5p	0	719	8.64	1	48.5169714092447
hsa-miR-6766-3p	0	5	0.3	0	0.805601412752669
hsa-miR-6766-5p	0	43	4.08	2	6.39120133399334
hsa-miR-6767-3p	0	41	0.65	0	3.02798842902324
hsa-miR-6767-5p	0	358	8.47	3	29.5718010325549
hsa-miR-6768-3p	0	7	0.24	0	0.776866959780222
hsa-miR-6768-5p	0	438	41.44	16	68.3962676629399
hsa-miR-6769a-3p	0	50	2.11	1	5.39599896173335
hsa-miR-6769a-5p	0	187	6	2	16.2508614769201
hsa-miR-6769b-3p	0	4	0.18	0	0.548451612478107
hsa-miR-6769b-5p	0	1022	13.11	1	84.0037026481922
hsa-miR-6770-3p	0	344	13.68	6	30.9893264337788
hsa-miR-6770-5p	0	243	3.38	1	16.4475399444255
hsa-miR-6771-3p	0	40	2.08	1	4.60015490920612
hsa-miR-6771-5p	0	76	6.76	3	11.3767793544612
hsa-miR-6772-3p	0	10	0.49	0	1.30687892110535
hsa-miR-6772-5p	0	2977	60.83	24	206.529225535864
hsa-miR-6773-3p	0	14	0.24	0	1.30822298859714
hsa-miR-6773-5p	0	3030	133.56	55	251.275790815928
hsa-miR-6774-3p	0	8	0.53	0	1.18904587889464
hsa-miR-6774-5p	0	394	13.03	2	38.8221402847815
hsa-miR-6775-3p	0	10	0.23	0	0.863393979496094
hsa-miR-6775-5p	0	32	2.7	1	3.96936805905167
hsa-miR-6776-3p	0	6	0.17	0	0.598608469739945
hsa-miR-6776-5p	0	16	1.42	1	2.12803335807148
hsa-miR-6777-3p	0	4	0.12	0	0.434856519317664
hsa-miR-6777-5p	1	7694	504.2	229	870.555666084577
hsa-miR-6778-3p	0	464	10.62	2	38.9491824253447
hsa-miR-6778-5p	0	389	24.31	13	39.171250402216
hsa-miR-6779-3p	0	64	2.55	0	6.25316554435786
hsa-miR-6779-5p	0	25	2.36	1	3.55966189926204
hsa-miR-6780a-3p	0	13	0.43	0	1.43100149561414
hsa-miR-6780a-5p	0	417	14.12	5	36.340975922571
hsa-miR-6780b-3p	0	6	0.19	0	0.794129899246535
hsa-miR-6780b-5p	0	98	5.31	2	11.8113313275127
hsa-miR-6781-3p	0	14	0.53	0	1.43549323123817
hsa-miR-6781-5p	0	502	15.7	7	37.7420558441103
hsa-miR-6782-3p	0	10	0.41	0	1.0431350954168
hsa-miR-6782-5p	0	306	13.53	4	35.3915334623541
hsa-miR-6783-3p	0	26	0.93	0	2.55533695021039
hsa-miR-6783-5p	0	228	9.12	2	26.4618618338782
hsa-miR-6784-3p	0	21	0.56	0	2.04840961349287
hsa-miR-6784-5p	0	962	23.63	4	80.6050999902785
hsa-miR-6785-3p	0	7	0.32	0	0.882928046768429
hsa-miR-6785-5p	0	122	13.14	8	17.222720331137
hsa-miR-6786-3p	0	15	0.85	0	1.6888867089952
hsa-miR-6786-5p	0	69	6.13	3	9.61861909829052
hsa-miR-6787-3p	0	17	0.3	0	1.27874670402203
hsa-miR-6787-5p	0	616	42.06	18	76.7165706900415
hsa-miR-6788-3p	0	1503	87.24	30	175.675666297782
hsa-miR-6788-5p	0	70	2.77	1	6.07529771017671
hsa-miR-6789-3p	0	36	1.7	0	4.3822549732174
hsa-miR-6789-5p	0	57	3.99	2	7.57263187992595
hsa-miR-6790-3p	0	310	16.65	8	33.0791137094164
hsa-miR-6790-5p	0	647	57.31	30	87.9933322090119
hsa-miR-6791-3p	0	17	1.06	0	2.19831322315157
hsa-miR-6791-5p	0	1504	28.37	3	141.414380357971
hsa-miR-6792-3p	0	245	1.16	0	16.0473172340409
hsa-miR-6792-5p	0	364	13.49	4	37.0778667582789
hsa-miR-6793-3p	0	31	0.86	0	3.23478211053683
hsa-miR-6793-5p	0	290	19.63	8	32.7526331543095
hsa-miR-6794-3p	0	2	0.07	0	0.300152888869587
hsa-miR-6794-5p	0	300	17.34	8	30.982512600189
hsa-miR-6795-3p	0	2	0.06	0	0.278808539267978
hsa-miR-6795-5p	0	124	7.21	3	12.1964337776299
hsa-miR-6796-3p	0	5	0.29	0	0.707577540644743
hsa-miR-6796-5p	0	78	8.33	4	11.9278639386198
hsa-miR-6797-3p	0	10	0.54	0	1.23152320344425
hsa-miR-6797-5p	0	68	5.16	2	9.02179460307078
hsa-miR-6798-3p	0	1	0.04	0	0.203109612951885
hsa-miR-6798-5p	0	19	1.55	1	2.38148101561491
hsa-miR-6799-3p	0	30	0.58	0	2.28637372488114
hsa-miR-6799-5p	0	261	12.12	5	25.0868006227905
hsa-miR-6800-3p	0	7	0.31	0	0.865405707530641
hsa-miR-6800-5p	0	133	11.7	5	17.8476027709805
hsa-miR-6801-3p	0	249	2.1	0	16.7303059591584
hsa-miR-6801-5p	0	87	5.05	2	8.91467744940528
hsa-miR-6802-3p	0	4	0.1	0	0.439090035411724
hsa-miR-6802-5p	0	370	27.91	16	39.7885533458659
hsa-miR-6803-3p	0	5	0.13	0	0.536895355503827
hsa-miR-6803-5p	0	219	14.29	8	22.0751219884197
hsa-miR-6804-3p	0	14	0.73	0	1.68149879935264
hsa-miR-6804-5p	0	32	3.44	2	4.83497843091452
hsa-miR-6805-3p	0	26	1.44	0	2.88386400508457
hsa-miR-6805-5p	0	979	74.3	31	126.10136464785
hsa-miR-6806-3p	0	857	25.6	3	88.1505833451351
hsa-miR-6806-5p	0	18	1.32	1	2.24074568974597
hsa-miR-6807-3p	0	14	0.39	0	1.27589356744274
hsa-miR-6807-5p	0	313	10.56	4	26.7772860867227
hsa-miR-6808-3p	0	31	0.56	0	2.21412748391358
hsa-miR-6808-5p	0	320	13.25	5	32.0081860644569
hsa-miR-6809-3p	0	8	0.33	0	0.869032112292038
hsa-miR-6809-5p	0	80	6.49	2	11.3270808287324
hsa-miR-6810-3p	0	11	0.66	0	1.35591327671452
hsa-miR-6810-5p	0	35	2.96	2	4.02876019232806
hsa-miR-6811-3p	0	4	0.28	0	0.680088486351171
hsa-miR-6811-5p	0	472	19.06	6	48.9208173902535
hsa-miR-6812-3p	0	49	1.35	0	3.80723064442037
hsa-miR-6812-5p	0	668	11.88	5	45.3702142552986
hsa-miR-6813-3p	0	4	0.24	0	0.601783152683205
hsa-miR-6813-5p	0	177	2.8	1	14.2397752874402
hsa-miR-6814-3p	0	606	4.48	1	39.8238666900529
hsa-miR-6814-5p	0	250	6.23	0	26.1791691510577
hsa-miR-6815-3p	0	8	0.21	0	0.830744337987576
hsa-miR-6815-5p	0	161	12.07	3	24.4223700881428
hsa-miR-6816-3p	0	82	10.55	7	11.7572019058669
hsa-miR-6816-5p	0	38	4.31	3	5.78261032847973
hsa-miR-6817-3p	0	5	0.25	0	0.717881917337315
hsa-miR-6817-5p	0	50	3.31	2	5.86770496202606
hsa-miR-6818-3p	0	27	0.7	0	2.21024730133241
hsa-miR-6818-5p	0	298	21.12	3	49.2135842611821
hsa-miR-6819-3p	0	6	0.42	0	0.847455689389577
hsa-miR-6819-5p	0	37	4.97	2	6.55607295907121
hsa-miR-6820-3p	0	377	4.17	0	25.9808561026034
hsa-miR-6820-5p	0	45	1.68	1	3.6815581023091
hsa-miR-6821-3p	0	4	0.21	0	0.577115248254323
hsa-miR-6821-5p	0	138	10.38	5	14.9321401722203
hsa-miR-6822-3p	0	14	0.47	0	1.30989054150478
hsa-miR-6822-5p	0	14	0.7	0	1.54049718184214
hsa-miR-6823-3p	0	98	5.61	2	12.7248185780276
hsa-miR-6823-5p	0	109	9.26	4	13.9960815569658
hsa-miR-6824-3p	0	49	2.61	1	5.40403586870663
hsa-miR-6824-5p	0	21	2.33	1	3.08469081895931
hsa-miR-6825-3p	0	85	0.86	0	5.6919203853817
hsa-miR-6825-5p	0	58	4.65	2	7.24424314569057
hsa-miR-6826-3p	0	128	0.82	0	8.4837027861856
hsa-miR-6826-5p	0	344	19.17	6	39.9092976000173
hsa-miR-6827-3p	0	21	0.53	0	1.66868803474129
hsa-miR-6827-5p	0	58	2.24	1	5.81060853317663
hsa-miR-6828-3p	0	9	0.21	0	0.777128855819093
hsa-miR-6828-5p	0	91	3.8	1	9.87266307025923
hsa-miR-6829-3p	0	2	0.08	0	0.304071819562135
hsa-miR-6829-5p	0	902	31.38	11	76.3685134371856
hsa-miR-6830-3p	0	8	0.39	0	1.02018259747402
hsa-miR-6830-5p	0	229	6.79	2	21.2941929188341
hsa-miR-6831-3p	0	67	0.74	0	4.67409836235417
hsa-miR-6831-5p	0	64	2.75	1	6.85551698035455
hsa-miR-6832-3p	0	6	0.35	0	0.883619200683131
hsa-miR-6832-5p	0	351	27.13	10	53.6199966454172
hsa-miR-6833-3p	0	3	0.14	0	0.433535735186371
hsa-miR-6833-5p	0	170	12.59	6	20.5428763236399
hsa-miR-6834-3p	0	12	0.2	0	0.883074700377407
hsa-miR-6834-5p	0	176	4.36	2	12.3354674052012
hsa-miR-6835-3p	0	2	0.07	0	0.291840596638613
hsa-miR-6835-5p	0	45	6.74	4	8.08536069510368
hsa-miR-6836-3p	0	65	2.43	1	6.50301042524112
hsa-miR-6836-5p	0	265	13.25	3	27.6661174018713
hsa-miR-6837-3p	0	39	1.57	1	3.23975942664249
hsa-miR-6837-5p	0	9	0.61	0	1.12891811907671
hsa-miR-6838-3p	0	72	2.03	0	7.62504655146073
hsa-miR-6838-5p	0	192	34.52	21	35.8236894369899
hsa-miR-6839-3p	0	8	0.79	0	1.34752388864068
hsa-miR-6839-5p	0	203	4.56	1	16.0775957590968
hsa-miR-6840-3p	0	11	1.33	1	2.05305534720686
hsa-miR-6840-5p	0	20	1.76	1	3.22873732427871
hsa-miR-6841-3p	0	1	0.09	0	0.280726135124847
hsa-miR-6841-5p	0	43	0.76	0	3.10348856303912
hsa-miR-6842-3p	0	43	0.68	0	3.10345875880031
hsa-miR-6842-5p	0	549	4.22	1	36.1542668613755
hsa-miR-6843-3p	0	38	1.13	0	4.09734751061727
hsa-miR-6843-5p:Novel	0	89	7.47	4	12.1424747136274
hsa-miR-6844	0	113	2.69	0	9.66778528006285
hsa-miR-6844-5p:Novel	0	47	1.52	0	4.56853812773162
hsa-miR-6845-3p	0	34	1.62	0	3.73517988101313
hsa-miR-6845-5p	0	23	1.54	1	2.90506388599932
hsa-miR-6846-3p	0	643	16.41	4	50.9171176628905
hsa-miR-6846-5p	0	1421	46.41	6	147.737393214634
hsa-miR-6847-3p	0	53	2.36	0	6.65197557451577
hsa-miR-6847-5p	0	120	12.29	6	17.6961584942915
hsa-miR-6848-3p	0	28	0.99	0	2.93680668515886
hsa-miR-6848-5p	0	103	4.25	2	8.6582779022191
hsa-miR-6849-3p	0	99	3.67	1	9.86799809556574
hsa-miR-6849-5p	0	1707	112.74	48	180.79306886655
hsa-miR-6850-3p	0	44	2.52	1	4.47993487526398
hsa-miR-6850-5p	0	60	6.28	3	9.94052723415911
hsa-miR-6851-3p	0	5	0.17	0	0.576602142797684
hsa-miR-6851-5p	0	10	1.19	0	1.82216834274199
hsa-miR-6852-3p	0	19	0.78	0	2.07804295974565
hsa-miR-6852-5p	0	246	3.38	1	17.2087542813517
hsa-miR-6853-3p	0	14	0.57	0	1.34102843338188
hsa-miR-6853-5p	0	114	2.73	1	8.77778891379738
hsa-miR-6854-3p	0	11	0.65	0	1.56585495226655
hsa-miR-6854-5p	0	103	1.94	0	7.40755517107702
