ID	Average__37	Average_37_53	Average__53	Median__37	Median_37_53	Median__53	log2FoldChange	pvalue	padj	comparison	treshold
hsa-miR-3129-5p	1.4371784480938	1.55473744762734	2.48200410634353	0.265299554781713	0.438995239841148	0.581985363065356	0.492222041228755	0.156852882531012	0.500975007815944	_53_vs__37	FALSE
hsa-miR-3130-3p	18.3281179333671	18.3806275358057	17.5543100195505	11.0187268326449	9.609758792879	9.37958222095065	-0.456636306300479	0.0323622493308123	0.253971204449868	_53_vs__37	FALSE
hsa-miR-3130-5p	6.81743759449034	6.45832408275301	6.10922991258553	3.91448757951894	3.72048127495465	3.64085981692886	-0.413888867635182	0.0541833564546577	0.302010071725532	_53_vs__37	FALSE
hsa-miR-3131	1.94358822177722	2.22415283115653	9.92273973772955	0.719929143582605	0.599981817196659	0.550411213123923	-0.151318880060685	0.647144642650858	0.872100558313611	_53_vs__37	FALSE
hsa-miR-3131-3p:Novel	7.08278748717137	6.95128435091498	8.34054033242849	3.62348610800318	3.88545237702968	3.81889466717583	0.0413835612997294	0.860185521104133	0.95499482051637	_53_vs__37	FALSE
hsa-miR-3132	8.65263892454314	6.80743668813707	4.16616125067821	2.46277096899404	2.66468967679043	2.57524930913461	-0.298438904569873	0.277691999119067	0.623077089813382	_53_vs__37	FALSE
hsa-miR-3132-3p:Novel	9.37517578093085	6.49019598846205	9.32477485578656	5.24707125368117	4.52233786030408	4.67736696325976	0.0572433943554305	0.782861075901323	0.935786079909906	_53_vs__37	FALSE
hsa-miR-3133	1.16825318437557	1.75014336574868	2.0314338232374	0.469350713007219	0.736982463806058	0.776567937031592	0.295197767523633	0.310880566274492	0.659648917462179	_53_vs__37	FALSE
hsa-miR-3133-3p:Novel	5.19189946388334	4.58579679739679	4.84264234606632	3.35849077375276	2.81695722712358	3.34525962219946	-0.198376045216766	0.353138522400712	0.688225025584007	_53_vs__37	FALSE
hsa-miR-3134	3.18979227041442	3.34656548713418	7.44549061672198	1.23758493191244	0.877990479682295	0.988368502994508	0.409244869568769	0.229726738261913	0.581281612021723	_53_vs__37	FALSE
hsa-miR-3134-5p:Novel	0.625123085483508	0.851158389659967	0.54003134136918	0	0	0	-0.547694278703241	0.200356369591028	NA	_53_vs__37	NA
