ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	_16.x	16_.x	_16.y	16_.y
hsa-miR-10392-5p	128.151916854324	0.163078357355794	0.340796600068765	0.478521080676534	0.632279373848652	0.870167588969193	O16_vs_never	FALSE	126.059	349.369	70.153	84.063
hsa-miR-10393-3p	0.370774550862929	0.403918013386776	1.3157737560258	0.306981357195314	0.758857562359316	NA	O16_vs_never	NA	0.12	0.787	0	0
hsa-miR-10393-5p	0.196029762782176	0.105928279954578	3.00885410582496	0.0352055221785288	0.971915858900729	NA	O16_vs_never	NA	0.093	0.07	0	0
hsa-miR-10394-3p	2.5309856637637	-0.0200728598795506	0.680879051386364	-0.0294808010889445	0.976481130797689	0.995986608201744	O16_vs_never	FALSE	1.712	3.214	0.504	1.336
hsa-miR-10394-5p	0.645468392954895	-0.0748810248923455	1.0117230989439	-0.074013358962063	0.940999755502048	NA	O16_vs_never	NA	0.45	0.195	0	0
hsa-miR-10395-3p	1.36771602393764	0.0567905238505839	0.869177398540109	0.0653382427407462	0.947904694078113	NA	O16_vs_never	NA	1.014	6.6	0	0
hsa-miR-10395-5p	2.81646712731312	-0.554641440808824	0.556228996732884	-0.997145859109495	0.318693716061159	0.68697670329366	O16_vs_never	FALSE	3.07	0.677	1.261	0
hsa-miR-10396a-3p	1.15404706050082	-0.397831706072308	0.572313538292138	-0.695128944982661	0.486974496695909	NA	O16_vs_never	NA	1.459	1.456	1.172	0.588
hsa-miR-10396a-5p	4.77509440049903	-0.0905859458240724	0.545344053825348	-0.166107882150088	0.868072051273686	0.967524847003085	O16_vs_never	FALSE	5.924	4.907	2.522	2.841
hsa-miR-10396b-3p	1.21653024158064	-0.658326032607768	0.589601872332876	-1.11656028160659	0.26418238202013	NA	O16_vs_never	NA	0.866	1.562	0.495	0
hsa-miR-10396b-5p	3.71687370033725	0.179973574615836	0.631227939047712	0.28511661712463	0.775554799571678	0.926741157855059	O16_vs_never	FALSE	4.683	3.709	1.582	1.611
hsa-miR-10397-3p	22.9893238867492	0.667240724020985	0.400383962929014	1.66650212246209	0.0956134458081168	0.427279011589821	O16_vs_never	FALSE	15.205	95.127	11.511	12.879
hsa-miR-10397-5p	2.58107273768221	-0.633306397249748	0.642710829622657	-0.985367552654387	0.324443561772779	0.689233315676943	O16_vs_never	FALSE	2.797	2.459	1.47	0.904
hsa-miR-10398-3p	1.44560289173426	0.420712285802246	0.521693942271098	0.806435060316693	0.4199920380237	NA	O16_vs_never	NA	1.549	3.628	1.126	1.409
hsa-miR-10398-5p	0.53699896267861	-0.853315600049741	0.843619744788295	-1.01149315828766	0.311780454048395	NA	O16_vs_never	NA	0.742	0.048	0	0
hsa-miR-10399-3p	0.411462780452036	-0.194961623447626	1.07553314028475	-0.181269749992091	0.856155848677821	NA	O16_vs_never	NA	0.094	1.371	0	0
hsa-miR-10399-5p	0.899837135463275	0.0575220058637356	0.968042592358453	0.0594209452329923	0.952616830650229	NA	O16_vs_never	NA	1.053	1.074	0	0
hsa-miR-103a-1-5p	0.683448261397076	-1.36013679325056	0.986006430641265	-1.37944008373858	0.167759107740496	NA	O16_vs_never	NA	0.551	0.187	0	0
hsa-miR-103a-2-5p	0.246793069382908	-0.387921299754009	1.1664400144838	-0.332568580413182	0.73945996373478	NA	O16_vs_never	NA	0.23	0.058	0	0
hsa-miR-103a-3p	1.72563882952029	-0.887872151187358	0.562548419426219	-1.57830352113149	0.114495897390421	NA	O16_vs_never	NA	1.8	1.446	1.485	0.706
hsa-miR-103b-3p:Novel	17.7346550053261	2.93032559991237	0.698993781387423	4.1922055359291	2.76255534512955e-05	0.003587868754487	O16_vs_never	TRUE	5.669	179.873	0.791	1.126
hsa-miR-103b-5p	0.259832916426639	0.0337609166942499	1.46729490150449	0.0230089511383385	0.98164313286452	NA	O16_vs_never	NA	0.11	0.252	0	0
hsa-miR-10400-3p	4.29169430619005	1.7705760961483	0.572839921068638	3.09087413608548	0.00199568208550171	0.0668875382850411	O16_vs_never	FALSE	2.19	29.533	1.224	1.679
hsa-miR-10400-5p	90.7139440752908	0.00850459676231311	0.474271966588909	0.0179318984916618	0.985693181785075	0.999781633486356	O16_vs_never	FALSE	197.552	152.33	57.997	37.166
hsa-miR-10401-3p	1.12352577073484	-0.105999787875213	0.7069607527065	-0.149937301992236	0.880814081628395	NA	O16_vs_never	NA	0.891	2.341	0.597	0.415
hsa-miR-10401-5p	79.9679778148006	-0.517307724016387	0.471716538894532	-1.09664953709	0.272794623813778	0.641252520684424	O16_vs_never	FALSE	71.805	92.76	33.375	40.752
hsa-miR-105-3p	8.74684244124592	-0.599641720228736	0.665939088637382	-0.900445296664742	0.367883324432	0.715046603871679	O16_vs_never	FALSE	6.886	2.428	2.988	1.772
hsa-miR-105-5p	3.91444852511402	0.384742107560203	0.605609668870533	0.63529716802202	0.525234620270776	0.809671766263111	O16_vs_never	FALSE	2.462	4.747	1.261	1.087
hsa-miR-10522-3p:Novel	7.03197764742834	-0.688818559964823	0.505863499145593	-1.3616688318652	0.173302421833852	0.541537492587586	O16_vs_never	FALSE	7.493	7.731	5.102	2.962
